,w1,w2,w3,w4,w5,tll5,nu5,tll4,nu4,tll3,nu3,tll2,nu2,mean_tll5,mean_tll_per_unique5,mean_tll4,mean_tll_per_unique4,mean_tll3,mean_tll_per_unique3,mean_tll2,mean_tll_per_unique2
5669,kraut,soily,bench,fadge,plump,-66.6432743918565,20,-51.56770744770429,18,-38.19880324860258,15,-25.028817925167033,10,-13.3286548783713,-3.332163719592825,-12.891926861926072,-2.8648726359835717,-12.73293441620086,-2.546586883240172,-12.514408962583516,-2.5028817925167033
5670,gloss,crane,whity,fumed,bobak,-66.13239847589462,20,-52.08692643244184,18,-38.173640123464345,14,-25.274154266718607,9,-13.226479695178924,-3.306619923794731,-13.02173160811046,-2.893718135135658,-12.724546707821448,-2.7266885802474534,-12.637077133359304,-2.808239362968734
5671,stung,brace,doily,whomp,jeffs,-72.684972294087,21,-52.939264731671116,19,-37.389406423309865,15,-25.58776627796204,10,-14.5369944588174,-3.461189156861286,-13.234816182917779,-2.786277091140585,-12.463135474436621,-2.4926270948873244,-12.79388313898102,-2.558776627796204
5672,duars,coney,glift,whomp,kibbe,-72.17817305325093,21,-55.1314846417535,19,-39.58162633339225,15,-25.615761253173048,10,-14.435634610650187,-3.437055859678616,-13.782871160438376,-2.901657086408079,-13.193875444464084,-2.6387750888928165,-12.807880626586524,-2.5615761253173046
5673,nudie,slaty,broch,kopek,wauff,-69.94934153185797,19,-53.355988867524005,17,-37.87840307090006,15,-25.36595907257025,10,-13.989868306371594,-3.6815442911504195,-13.338997216881001,-3.1385875804425885,-12.626134356966688,-2.5252268713933375,-12.682979536285124,-2.5365959072570248
5674,femur,soily,chant,badge,pukka,-67.92617162920345,20,-50.1489883618086,18,-37.0191585360933,15,-25.030292473470233,10,-13.585234325840691,-3.396308581460173,-12.53724709045215,-2.7860549089893665,-12.3397195120311,-2.46794390240622,-12.515146236735117,-2.5030292473470235
5675,aleph,crony,buist,fadge,kokam,-69.73035438650291,20,-51.0998574957732,18,-37.730953296671494,15,-25.657369782371177,10,-13.946070877300581,-3.4865177193251453,-12.7749643739433,-2.8388809719874,-12.576984432223831,-2.5153968864447664,-12.828684891185588,-2.5657369782371178
5676,bilby,soare,chunk,dempt,griff,-69.06117637243572,20,-53.136533174311964,18,-38.20856294113389,14,-24.800449065269746,9,-13.812235274487145,-3.4530588186217863,-13.284133293577991,-2.952029620795109,-12.73618764704463,-2.7291830672238495,-12.400224532634873,-2.7556054516966384
5677,logan,suite,crapy,faded,whelk,-65.26293806517118,19,-50.94639597332674,16,-37.725911779343306,14,-25.43620152125737,10,-13.052587613034238,-3.434891477114273,-12.736598993331684,-3.184149748332921,-12.575303926447768,-2.6947079842388075,-12.718100760628685,-2.543620152125737
5678,balas,crine,pouty,hewgh,fumed,-67.93192742514532,20,-54.01864111616783,17,-37.60565767942338,14,-25.420994644799205,9,-13.586385485029064,-3.396596371257266,-13.504660279041957,-3.1775671244804604,-12.53521922647446,-2.6861184056730987,-12.710497322399602,-2.824554960533245
5679,arses,bliny,chout,fadge,swamp,-67.38412261411966,20,-52.36757967474827,17,-38.998675475646564,14,-25.990322295549824,9,-13.476824522823932,-3.369206130705983,-13.091894918687068,-3.0804458632204863,-12.999558491882189,-2.7856196768318973,-12.995161147774912,-2.8878135883944247
5680,crims,boney,fault,khaph,wedge,-68.30328835045398,21,-54.217969691100606,18,-38.106968876950134,15,-25.754509002965843,10,-13.660657670090796,-3.2525375404978085,-13.554492422775152,-3.012109427283367,-12.702322958983379,-2.5404645917966757,-12.877254501482922,-2.5754509002965844
5681,rauns,boite,glyph,crack,femmy,-68.59642439023622,19,-54.534780170028064,17,-42.17998329542225,15,-25.780681788323925,10,-13.719284878047244,-3.6103381258019063,-13.633695042507016,-3.2079282452957685,-14.059994431807416,-2.8119988863614833,-12.890340894161962,-2.5780681788323925
5682,hedgy,saint,brock,flump,zowee,-69.6338565128963,22,-53.03223278229736,20,-37.913802133713375,15,-25.195914161168744,10,-13.92677130257926,-3.165175296040741,-13.25805819557434,-2.651611639114868,-12.637934044571125,-2.527586808914225,-12.597957080584372,-2.5195914161168744
5683,babes,crony,guilt,whump,vodka,-70.91909196476357,21,-54.132718670166525,18,-38.1935899396171,14,-25.660797041201928,9,-14.183818392952713,-3.3770996173696934,-13.533179667541631,-3.0073732594536957,-12.731196646539033,-2.728113567115507,-12.830398520600964,-2.851199671244659
5684,subby,crane,doilt,whomp,gaffs,-70.80344711736143,20,-52.99405764159535,18,-37.444199333234096,14,-25.279996101322315,9,-14.160689423472286,-3.5401723558680716,-13.248514410398837,-2.944114313421964,-12.481399777744699,-2.674585666659578,-12.639998050661157,-2.8088884557024794
5685,spats,crine,blowy,faugh,domed,-66.44181113685485,20,-52.730723759658986,18,-39.03262726231238,14,-25.423377528475143,9,-13.288362227370971,-3.322090556842743,-13.182680939914746,-2.929484653314388,-13.010875754104127,-2.7880448044508843,-12.711688764237572,-2.824819725386127
5686,deles,crony,baith,flump,skegg,-70.33532301728675,20,-53.16601389596716,18,-38.04758324738317,14,-25.661658994222304,9,-14.06706460345735,-3.5167661508643375,-13.29150347399179,-2.9536674386648425,-12.682527749127724,-2.7176845176702265,-12.830829497111152,-2.8512954438024782
5687,borgo,saine,fluty,whack,piped,-64.90560683130707,20,-51.06768464780918,18,-37.2361465092319,14,-24.682097864407893,9,-12.981121366261414,-3.2452803415653535,-12.766921161952295,-2.8370935915449547,-12.412048836410634,-2.6597247506594215,-12.341048932203947,-2.7424553182675435
5688,shims,crane,pouty,fjeld,bewig,-71.10984890116961,21,-55.128551497630944,18,-37.46597712373588,14,-25.281314089111703,9,-14.221969780233923,-3.3861832810080768,-13.782137874407736,-3.0626973054239413,-12.488659041245294,-2.6761412231239916,-12.640657044555851,-2.8090348987901894
5689,teras,bliny,pouch,fadge,mujik,-70.04756164083821,21,-52.416373663949955,18,-39.04746946484825,15,-25.99334699803402,10,-14.009512328167641,-3.3355981733732483,-13.104093415987489,-2.912020759108331,-13.015823154949416,-2.603164630989883,-12.99667349901701,-2.599334699803402
5690,bevvy,saint,clour,whump,dodge,-67.64562074305293,20,-53.98971231598003,18,-38.0505835854306,14,-25.19772225900538,9,-13.529124148610586,-3.3822810371526466,-13.497428078995007,-2.9994284619988907,-12.6835278618102,-2.717898827530757,-12.59886112950269,-2.7997469176672647
5691,deman,soily,cruft,khaph,vibex,-72.38210692714368,21,-54.76653639816954,18,-38.65553558401907,15,-25.036843550483937,10,-14.476421385428736,-3.4467669965306516,-13.691634099542386,-3.0425853554538635,-12.885178528006357,-2.577035705601271,-12.518421775241968,-2.5036843550483936
5692,praus,coney,glift,damme,bekah,-68.94993353265096,20,-53.472683650499405,17,-39.58899952436701,15,-25.6231344441478,10,-13.789986706530192,-3.447496676632548,-13.368170912624851,-3.1454519794411415,-13.196333174789004,-2.6392666349578007,-12.8115672220739,-2.56231344441478
5693,acred,soily,thunk,gamme,blaff,-68.2354443145293,19,-52.576398065977386,17,-38.72780525965626,15,-25.03702185316388,10,-13.64708886290586,-3.5913391744489105,-13.144099516494347,-3.0927292979986696,-12.90926841988542,-2.581853683977084,-12.51851092658194,-2.5037021853163877
5694,cides,praty,blunk,whomp,gaffe,-70.16173131002614,21,-54.79351309054026,19,-39.24365478217901,15,-26.03282533578553,10,-14.032346262005229,-3.341034824286959,-13.698378272635065,-2.8838691100284346,-13.081218260726336,-2.616243652145267,-13.016412667892766,-2.603282533578553
5695,mines,coaly,brugh,twixt,pavid,-70.79533366297001,21,-56.50271593799556,18,-39.09506617579915,15,-25.506719255742393,10,-14.159066732594003,-3.3712063649033337,-14.12567898449889,-3.139039774333087,-13.031688725266383,-2.6063377450532763,-12.753359627871196,-2.5506719255742394
5696,molla,shine,crudy,tapet,blaff,-66.30329781497267,18,-50.64425156642074,16,-38.019436618231836,14,-25.428283974853905,9,-13.260659562994533,-3.6835165452762593,-12.661062891605185,-3.1652657229012964,-12.673145539410612,-2.715674044159417,-12.714141987426952,-2.8253648860948783
5697,balls,crine,pouty,hewgh,fumed,-67.93804365216276,20,-54.024757343185264,17,-37.61177390644082,14,-25.42711087181664,9,-13.587608730432553,-3.3969021826081383,-13.506189335796316,-3.17792690254031,-12.537257968813606,-2.686555279031487,-12.71355543590832,-2.8252345413129603
5698,sobas,crine,fluty,whomp,gaged,-67.02916259456391,20,-53.5310620307485,18,-37.98120372238725,14,-25.427155077563246,9,-13.405832518912783,-3.351458129728196,-13.382765507687125,-2.973947890597139,-12.66040124079575,-2.7129431230276606,-12.713577538781623,-2.825239453062583
5699,burns,coate,dimly,phizz,skoff,-75.69961864436078,20,-57.64766494761721,18,-39.09262749625379,15,-25.509289453423346,10,-15.139923728872157,-3.784980932218039,-14.411916236904302,-3.2026480526454004,-13.030875832084597,-2.6061751664169193,-12.754644726711673,-2.5509289453423345
5700,touts,crane,blimy,hewgh,faded,-67.46642668448682,19,-54.24594249050339,17,-37.83295905375894,14,-25.285709734353006,9,-13.493285336897364,-3.5508645623414115,-13.561485622625847,-3.190937793559023,-12.610986351252981,-2.7023542181256386,-12.642854867176503,-2.8095233038170004
5701,rapid,souce,bliny,wheft,muzak,-68.52678799469817,21,-52.025174532082005,18,-36.99953699651095,14,-25.42766732534917,10,-13.705357598939633,-3.2631803806999127,-13.006293633020501,-2.890287474004556,-12.333178998836983,-2.6428240711793536,-12.713833662674585,-2.542766732534917
5702,tigon,samey,churl,buffe,pownd,-69.31767287809699,20,-54.463928790881745,17,-39.0119725197512,15,-25.744857769391878,10,-13.863534575619397,-3.4658836439048493,-13.615982197720436,-3.203760517110691,-13.003990839917066,-2.600798167983413,-12.872428884695939,-2.574485776939188
5703,fours,daine,glyph,bract,jemmy,-69.90021568264709,20,-53.96311297433422,18,-42.27520239284249,15,-25.875900885744173,10,-13.980043136529417,-3.4950107841323543,-13.490778243583556,-2.9979507207963456,-14.091734130947495,-2.818346826189499,-12.937950442872086,-2.587590088574417
5704,group,saine,blady,fetch,muzak,-67.21325097071502,21,-50.71163750809885,18,-37.07943425996269,14,-24.689424802582177,10,-13.442650194143004,-3.2006309986054773,-12.677909377024713,-2.8173131948943806,-12.359811419987563,-2.6485310185687636,-12.344712401291089,-2.468942480258218
5705,toshy,crane,build,skoff,plump,-71.30167472483146,19,-56.22610778067925,17,-38.17415408393568,15,-25.28861551972167,10,-14.260334944966292,-3.7527197223595503,-14.056526945169812,-3.3074181047458384,-12.724718027978561,-2.544943605595712,-12.644307759860835,-2.528861551972167
5706,apple,shiny,court,faded,weamb,-67.29787192860361,19,-50.935038275544635,16,-37.714554081561204,14,-25.586583653620785,9,-13.459574385720723,-3.54199325940019,-12.733759568886159,-3.1834398922215397,-12.571518027187068,-2.6938967201115145,-12.793291826810393,-2.8429537392911985
5707,anigh,souce,praty,fjeld,kamik,-70.74280457953503,20,-54.704050996924025,18,-37.04147662302896,14,-25.431122960363425,10,-14.148560915907007,-3.5371402289767517,-13.676012749231006,-3.039113944273557,-12.347158874342988,-2.645819758787783,-12.715561480181712,-2.5431122960363424
5708,alamo,shine,crudy,tapet,bobak,-64.6963312431027,18,-50.65085919964993,16,-38.02604425146102,14,-25.434891608083092,9,-12.939266248620541,-3.594240624616817,-12.662714799912482,-3.1656786999781206,-12.67534808382034,-2.716146017961502,-12.717445804041546,-2.826099067564788
5709,amaut,soily,bench,fjord,qapik,-71.57615508728857,21,-55.621335956162696,18,-38.21492396310595,14,-25.044938639670406,9,-14.315231017457714,-3.408388337489932,-13.905333989040674,-3.0900742197868163,-12.738307987701985,-2.7296374259361396,-12.522469319835203,-2.7827709599633783
5710,bardo,slice,punty,hewgh,kokam,-73.08514789558947,20,-54.45465100485978,18,-38.04166756811533,15,-25.28297818142925,10,-14.617029579117894,-3.6542573947794734,-13.613662751214944,-3.0252583891588767,-12.680555856038444,-2.5361111712076885,-12.641489090714625,-2.528297818142925
5711,steam,crony,build,khaph,gaffe,-70.03655297229572,20,-54.668334752809834,18,-38.55733393865936,15,-25.671795374445345,10,-14.007310594459145,-3.5018276486147863,-13.667083688202458,-3.0371297084894353,-12.852444646219787,-2.5704889292439574,-12.835897687222673,-2.5671795374445345
5712,fauts,crine,blowy,vozhd,skegg,-74.8977715315413,21,-57.728462410221695,19,-39.04294278759354,15,-25.4336930537563,10,-14.979554306308259,-3.566560549121014,-14.432115602555424,-3.0383401268537735,-13.01431426253118,-2.602862852506236,-12.71684652687815,-2.54336930537563
5713,rhyne,sault,bovid,crack,peggy,-66.15339262685161,19,-52.33668434846268,17,-39.981887473856865,15,-25.79995824439888,10,-13.230678525370323,-3.481757506676401,-13.08417108711567,-3.07862849108604,-13.327295824618956,-2.665459164923791,-12.89997912219944,-2.579995824439888
5714,robin,slate,pudgy,chowk,frizz,-72.15273196795664,21,-54.169084050251726,19,-39.198850981755825,15,-25.231415511991155,10,-14.430546393591328,-3.4358443794265066,-13.542271012562932,-2.8510044236974594,-13.066283660585276,-2.6132567321170552,-12.615707755995578,-2.5231415511991155
5715,mothy,saine,pluck,fjord,bewig,-71.66833691861024,22,-55.687039515071575,19,-38.28062752201483,15,-24.69453917521775,10,-14.333667383722048,-3.257651678118647,-13.921759878767894,-2.9308968165827145,-12.760209174004943,-2.552041834800989,-12.347269587608874,-2.4694539175217747
5716,ruins,coate,glyph,baddy,skoff,-73.34611045265319,19,-55.29415675590962,17,-41.91682493504807,15,-25.517523427949754,10,-14.669222090530639,-3.860321602771221,-13.823539188977405,-3.2525974562299775,-13.972274978349356,-2.7944549956698714,-12.758761713974877,-2.5517523427949755
5717,award,soily,bunce,pight,kamik,-68.74433266367717,20,-52.70557908106616,18,-37.3699426599473,14,-25.0484512563409,9,-13.748866532735434,-3.4372166331838585,-13.17639477026654,-2.928087726725898,-12.456647553315767,-2.669281618567664,-12.52422562817045,-2.7831612507045445
5718,gopak,slice,brunt,whyda,femmy,-68.979075219229,21,-54.91743099902085,19,-37.41323660129022,15,-25.286262256630437,10,-13.795815043845801,-3.2847178675823336,-13.729357749755213,-2.8903911052116236,-12.471078867096741,-2.494215773419348,-12.643131128315218,-2.528626225663044
5719,caves,briny,poult,hewgh,flamm,-69.31349818430775,20,-54.531328378199795,18,-38.11834494145535,15,-25.723226598464677,10,-13.86269963686155,-3.4656749092153873,-13.632832094549949,-3.029518243233322,-12.706114980485117,-2.5412229960970234,-12.861613299232339,-2.572322659846468
5720,viper,slaty,bound,chowk,gamme,-67.04517260594758,21,-53.19657979962646,19,-38.22634673113056,15,-25.384964235222164,10,-13.409034521189517,-3.192627266949885,-13.299144949906616,-2.7998199894540243,-12.74211557704352,-2.548423115408704,-12.692482117611082,-2.5384964235222163
5721,genip,slaty,broch,fumed,whizz,-70.89892662355852,21,-51.81186134077851,19,-37.898575031801016,15,-25.3861310334712,10,-14.179785324711705,-3.3761393630265966,-12.952965335194628,-2.72694007056729,-12.632858343933671,-2.5265716687867346,-12.6930655167356,-2.53861310334712
5722,feels,crony,baith,pudge,kokam,-70.50888690840094,20,-51.87839001767123,18,-38.063146363248485,14,-25.677222110087612,9,-14.101777381680188,-3.525444345420047,-12.969597504417807,-2.882132778759513,-12.687715454416162,-2.7187961688034634,-12.838611055043806,-2.8530246788986235
5723,lenes,fairy,chout,bodge,swamp,-67.25457189690317,20,-52.238028957531775,17,-39.02267695837831,14,-26.01432377828157,9,-13.450914379380635,-3.3627285948451586,-13.059507239382944,-3.072825232795987,-13.007558986126105,-2.7873340684555936,-13.007161889140786,-2.8904804198090637
5724,buppy,saine,croft,whelk,domed,-65.95477879448087,20,-52.243691417285014,18,-37.927149325440574,14,-24.697727714093624,9,-13.190955758896175,-3.2977389397240437,-13.060922854321253,-2.9024273009602783,-12.64238310848019,-2.7090820946743266,-12.348863857046812,-2.744191968232625
5725,pelta,shiny,brock,fudge,maxim,-69.10792180998016,21,-52.16959365648545,19,-38.31148629763093,15,-25.5935983250863,10,-13.821584361996031,-3.2908534195228647,-13.042398414121363,-2.745768087183445,-12.770495432543642,-2.5540990865087285,-12.79679916254315,-2.55935983250863
5726,timid,soare,bungy,flick,wheep,-65.47212325727274,21,-51.133874886846435,18,-37.980183705661275,14,-24.8198679871742,9,-13.094424651454549,-3.1177201551082256,-12.783468721711609,-2.840770827047024,-12.660061235220425,-2.7128702646900913,-12.4099339935871,-2.7577631096860222
5727,pooka,slice,brunt,wedgy,chaff,-67.51042846380348,20,-51.65409778578089,18,-37.416587311085586,14,-25.2896129664258,9,-13.502085692760696,-3.375521423190174,-12.913524446445223,-2.8696720992100495,-12.472195770361862,-2.672613379363256,-12.6448064832129,-2.809956996269533
5728,stoic,brane,plumy,vozhd,whiff,-74.19787359993921,21,-57.336203771462124,19,-38.65068414883397,15,-25.4319632904297,10,-14.839574719987842,-3.5332320761875815,-14.334050942865531,-3.0176949353401117,-12.883561382944656,-2.576712276588931,-12.71598164521485,-2.5431963290429698
5729,torts,faine,bludy,whack,gemma,-68.47788595145008,20,-52.52434091283331,18,-38.69280277425603,14,-25.684681322258488,9,-13.695577190290015,-3.4238942975725037,-13.131085228208327,-2.9180189396018505,-12.89760092475201,-2.7637716267325736,-12.842340661129244,-2.853853480250943
5730,pules,crony,baith,dodge,flamm,-66.50326854808517,19,-51.72109874197722,17,-38.06519031490433,15,-25.67926606174345,10,-13.300653709617034,-3.5001720288465883,-12.930274685494306,-3.0424175730574836,-12.688396771634777,-2.537679354326955,-12.839633030871726,-2.5679266061743453
