,w1,w2,w3,w4,w5,tll5,nu5,tll4,nu4,tll3,nu3,tll2,nu2,mean_tll5,mean_tll_per_unique5,mean_tll4,mean_tll_per_unique4,mean_tll3,mean_tll_per_unique3,mean_tll2,mean_tll_per_unique2
5570,etape,soily,crunk,hewgh,faded,-67.41674741723146,19,-54.19626322324803,17,-37.783279786503584,14,-24.989419148729723,9,-13.483349483446293,-3.5482498640648137,-13.549065805812008,-3.1880154837204726,-12.594426595501195,-2.69880569903597,-12.494709574364862,-2.776602127636636
5571,colls,brane,whity,fumed,skegg,-69.3518632077243,20,-52.182554086404714,18,-38.26926777742722,14,-25.369781920681476,9,-13.870372641544861,-3.4675931603862153,-13.045638521601179,-2.8990307825780395,-12.756422592475738,-2.733519126959087,-12.684890960340738,-2.8188646578534975
5572,glias,corey,bundt,whomp,affix,-75.6453046390447,21,-54.58675675895843,19,-39.036898450597185,15,-25.418709465741827,10,-15.12906092780894,-3.602157363764033,-13.646689189739607,-2.8729871978399175,-13.012299483532395,-2.602459896706479,-12.709354732870914,-2.541870946574183
5573,thesp,coaly,brink,fudge,maxim,-68.70939437407921,21,-51.7710662205845,19,-37.912958861729976,15,-25.460109568489855,10,-13.741878874815843,-3.2718759225752003,-12.942766555146125,-2.7247929589781315,-12.637652953909992,-2.5275305907819985,-12.730054784244928,-2.5460109568489857
5574,darns,boite,plumy,whack,affix,-73.84655024874104,21,-52.78800236865479,19,-38.95646423007751,15,-25.737743371673243,10,-14.769310049748208,-3.516502392797192,-13.197000592163697,-2.778315914139726,-12.985488076692503,-2.5970976153385004,-12.868871685836622,-2.5737743371673245
5575,bedes,coaly,print,faugh,muzak,-67.50848290520977,21,-51.006869442593604,18,-37.308772945247,14,-25.460848801676295,9,-13.501696581041955,-3.2146896621528462,-12.751717360648401,-2.833714969032978,-12.436257648415667,-2.6649123532319288,-12.730424400838148,-2.828983200186255
5576,thars,coney,build,gamme,skoff,-70.36408477208461,19,-52.31213107534104,17,-38.463538269019914,15,-25.577999704805897,10,-14.072816954416922,-3.703372882741295,-13.07803276883526,-3.0771841809024143,-12.821179423006638,-2.564235884601328,-12.788999852402949,-2.55779997048059
5577,weals,crony,bight,fumed,kopje,-73.49905595574342,22,-54.67078206553267,19,-40.75749575655517,15,-25.618070004390933,10,-14.699811191148683,-3.3408661798065187,-13.667695516383167,-2.8774095823964565,-13.585831918851724,-2.717166383770345,-12.809035002195467,-2.561807000439093
5578,feyed,saint,broch,plume,wiggy,-65.2609172310504,20,-50.73232565694611,18,-37.66579661388377,14,-25.153352615553956,9,-13.05218344621008,-3.26304586155252,-12.683081414236527,-2.818462536497006,-12.555265537961256,-2.6904140438488406,-12.576676307776978,-2.794816957283773
5579,pewit,saury,clonk,vozhd,gimme,-71.07419929357657,21,-56.81850068968982,19,-38.132981067061664,15,-25.445671568366336,10,-14.214839858715314,-3.3844856806465033,-14.204625172422455,-2.9904474047205167,-12.710993689020555,-2.542198737804111,-12.722835784183168,-2.5445671568366337
5580,ruggy,saine,cloth,boded,frump,-65.2917464830185,19,-50.45603511754416,16,-37.389103123508974,14,-24.63939386879634,9,-13.0583492966037,-3.4364077096325527,-12.61400877938604,-3.15350219484651,-12.46303437450299,-2.670650223107784,-12.31969693439817,-2.73771042986626
5581,legal,shiny,court,damme,blaff,-67.20630496110746,18,-51.547258712555546,16,-37.66357458642315,14,-25.535604158482734,9,-13.441260992221492,-3.7336836089504146,-12.886814678138887,-3.2217036695347216,-12.55452486214105,-2.690255327601654,-12.767802079241367,-2.837289350942526
5582,dinna,souce,grypt,whilk,baffy,-69.92667492965825,20,-54.8117300029386,18,-40.90065301920232,14,-25.379762639622886,9,-13.98533498593165,-3.4963337464829123,-13.70293250073465,-3.0450961112743666,-13.633551006400774,-2.921475215657309,-12.689881319811443,-2.819973626624765
5583,guars,coney,thilk,damme,bebop,-67.88547723142139,19,-52.79561254797751,17,-38.91192842184511,15,-25.580669933361776,10,-13.577095446284279,-3.5729198542853364,-13.198903136994378,-3.105624267528089,-12.970642807281704,-2.594128561456341,-12.790334966680888,-2.5580669933361775
5584,recal,shiny,doubt,gamme,quaff,-71.61739595362467,19,-53.90018915565954,17,-40.05159634933841,15,-25.537257871444364,10,-14.323479190724933,-3.7693366291381403,-13.475047288914885,-3.17059936209762,-13.350532116446137,-2.6701064232892273,-12.768628935722182,-2.5537257871444363
5585,ayrie,souct,bland,whomp,faggy,-67.62896991526847,20,-53.99664826571461,18,-38.44678995735337,14,-25.896997550293953,10,-13.525793983053694,-3.3814484957634234,-13.499162066428653,-2.9998137925397006,-12.815596652451122,-2.7461992826680977,-12.948498775146977,-2.5896997550293954
5586,liven,soapy,cruft,hewgh,damme,-69.93078126092304,20,-56.04709713479065,18,-39.6341136980462,15,-26.015421664511067,10,-13.986156252184609,-3.496539063046152,-14.011774283697662,-3.1137276185994804,-13.211371232682067,-2.6422742465364135,-13.007710832255533,-2.6015421664511065
5587,drawl,souce,bingy,kempt,chizz,-73.28779763710527,21,-55.06322038020644,19,-38.46127371345669,15,-25.383055357156813,10,-14.657559527421054,-3.4898951255764414,-13.76580509505161,-2.898064230537181,-12.82042457115223,-2.5640849142304463,-12.691527678578407,-2.5383055357156814
5588,viral,souce,nymph,twixt,baddy,-75.08817304655597,20,-61.71084122569441,18,-44.303191463497996,15,-25.383609061349375,10,-15.017634609311193,-3.754408652327798,-15.427710306423602,-3.4283800680941336,-14.767730487832665,-2.953546097566533,-12.691804530674688,-2.5383609061349377
5589,lears,piony,butch,fadge,swizz,-72.03838129540652,20,-53.25578980918752,18,-39.88688561008581,15,-26.23180390885009,10,-14.407676259081304,-3.601919064770326,-13.31394745229688,-2.9586549893993066,-13.29562853669527,-2.659125707339054,-13.115901954425045,-2.623180390885009
5590,dream,soily,chunk,patte,blaff,-66.40586414289584,19,-50.746817894343906,17,-38.406379931438366,15,-24.998266055574224,10,-13.281172828579168,-3.495045481205044,-12.686704473585976,-2.985106934961406,-12.80212664381279,-2.5604253287625576,-12.499133027787112,-2.4998266055574225
5591,roots,faine,bludy,whack,gemma,-68.42369036871374,20,-52.47014533009697,18,-38.63860719151969,14,-25.630485739522147,9,-13.684738073742746,-3.4211845184356866,-13.117536332524242,-2.915008073894276,-12.879535730506563,-2.7599005136799777,-12.815242869761073,-2.847831748835794
5592,loirs,beany,dutch,gamme,skoff,-71.62420380013234,19,-53.57225010338877,17,-39.72365729706764,15,-25.628019167912484,10,-14.324840760026467,-3.76969493684907,-13.393062525847192,-3.151308829611104,-13.241219099022546,-2.648243819804509,-12.814009583956242,-2.5628019167912486
5593,gramp,soily,bunce,wheft,dazed,-67.61368915235967,21,-52.34589621334487,19,-37.320258677773815,15,-24.998767274167413,10,-13.522737830471934,-3.2196994834456985,-13.086474053336218,-2.755047169123414,-12.440086225924604,-2.488017245184921,-12.499383637083707,-2.4998767274167415
5594,pours,faine,blady,crwth,skegg,-69.86328502162286,20,-52.69397590030326,18,-38.021564584159876,14,-25.63155512677936,10,-13.97265700432457,-3.4931642510811427,-13.173493975075814,-2.927443105572403,-12.673854861386625,-2.7158260417257054,-12.81577756338968,-2.563155512677936
5595,tasso,crine,bludy,whomp,skegg,-71.11539461538503,20,-53.94608549406543,18,-38.39622718570418,14,-25.38810573370663,9,-14.223078923077006,-3.5557697307692515,-13.486521373516357,-2.9970047496703014,-12.798742395234726,-2.742587656121727,-12.694052866853315,-2.8209006370785144
5596,twink,soare,bludy,chomp,gaffs,-70.27352150743005,21,-52.464132031663965,19,-37.7767617491839,15,-24.76864029718635,10,-14.054704301486009,-3.3463581670204783,-13.116033007915991,-2.7612701069296826,-12.592253916394633,-2.5184507832789267,-12.384320148593176,-2.476864029718635
5597,lowry,saine,butch,piped,flamm,-66.92272763733618,19,-52.140557831228236,17,-38.30263564773035,15,-24.64755394649463,10,-13.384545527467235,-3.522248823017694,-13.035139457807059,-3.067091637131073,-12.767545215910117,-2.5535090431820233,-12.323776973247314,-2.4647553946494627
5598,dines,coaly,brugh,kempt,swizz,-74.44323668459703,21,-55.66064519837802,19,-39.05869853162827,15,-25.47035161157152,10,-14.888647336919405,-3.5449160325998585,-13.915161299594505,-2.929507642019896,-13.019566177209425,-2.603913235441885,-12.73517580578576,-2.547035161157152
5599,bumpy,saine,croft,whelk,doved,-66.12029323295845,21,-52.19409447614564,19,-37.8775523843012,15,-24.64813077295425,10,-13.22405864659169,-3.14858539204564,-13.04852361903641,-2.747057604007665,-12.625850794767066,-2.5251701589534132,-12.324065386477125,-2.464813077295425
5600,targa,soily,bunce,whomp,fifed,-67.57317231669438,20,-52.872945522880485,18,-37.323087214519234,14,-25.001595810912832,9,-13.514634463338876,-3.378658615834719,-13.218236380720121,-2.937385862382249,-12.441029071506412,-2.6659348010370882,-12.500797905456416,-2.777955090101426
5601,mayed,suint,broch,pluff,wiggy,-69.1675596253015,20,-54.63896805119721,18,-38.165599139073635,15,-25.65315514074382,10,-13.833511925060298,-3.4583779812650746,-13.659742012799303,-3.0354982250665117,-12.721866379691212,-2.5443732759382423,-12.82657757037191,-2.565315514074382
5602,circs,boney,fault,whomp,kedge,-69.0972720210346,21,-53.62565900056133,18,-38.07580069220008,14,-25.72334081821579,9,-13.819454404206919,-3.290346286715933,-13.406414750140332,-2.9792032778089625,-12.691933564066694,-2.719700049442863,-12.861670409107894,-2.8581489798017543
5603,furze,soily,chant,paged,bemix,-66.97119153676526,21,-50.28074661132021,18,-36.99190048665834,15,-25.00303442403527,10,-13.394238307353053,-3.1891043588935837,-12.570186652830053,-2.7933748117400117,-12.33063349555278,-2.4661266991105557,-12.501517212017635,-2.500303442403527
5604,fades,crony,built,whump,skegg,-70.86534672702446,21,-53.69603760570486,19,-37.756908875155425,15,-25.629581084848418,10,-14.173069345404892,-3.374540320334498,-13.424009401426215,-2.8261072424055187,-12.585636291718474,-2.5171272583436948,-12.814790542424209,-2.5629581084848416
5605,lathe,crony,squid,begem,phizz,-74.60141877584006,20,-56.04638132447664,18,-41.708572158084564,15,-25.62988412645382,10,-14.920283755168011,-3.730070938792003,-14.01159533111916,-3.1136878513598134,-13.902857386028188,-2.780571477205638,-12.81494206322691,-2.562988412645382
5606,grens,coaly,whipt,fumed,kibbe,-70.70488356622141,21,-53.65819515472399,19,-39.744908845746494,15,-25.47304311255182,10,-14.140976713244282,-3.366899217439115,-13.414548788680998,-2.8241155344591573,-13.248302948582165,-2.649660589716433,-12.73652155627591,-2.547304311255182
5607,hunky,soare,clipt,faded,bemix,-67.76114888661955,20,-51.0707039611745,17,-37.85021976719107,15,-24.772376014858207,10,-13.55222977732391,-3.3880574443309777,-12.767675990293625,-3.0041590565396765,-12.616739922397024,-2.523347984479405,-12.386188007429103,-2.477237601485821
5608,sagos,crine,fluty,bumph,doved,-67.2173913868885,20,-53.291192630075685,18,-37.94613415392185,14,-25.39208550909784,9,-13.443478277377698,-3.3608695693444246,-13.322798157518921,-2.9606218127819823,-12.648711384640615,-2.7104381538515603,-12.69604275454892,-2.8213428343442044
5609,apted,soily,crunk,hewgh,buffe,-69.66362743700105,20,-54.21167116587051,18,-37.798687729126065,15,-25.0048270913522,10,-13.93272548740021,-3.4831813718500526,-13.552917791467628,-3.0117595092150284,-12.599562576375355,-2.519912515275071,-12.5024135456761,-2.50048270913522
5610,tules,crony,pavid,whiff,bombe,-71.32964350273883,20,-56.78576295135865,18,-39.92409312288155,15,-25.631475397907103,10,-14.265928700547766,-3.5664821751369415,-14.196440737839662,-3.1547646084088137,-13.308031040960516,-2.6616062081921035,-12.815737698953551,-2.56314753979071
5611,refry,saint,could,bumph,wigga,-69.5890036682102,20,-53.33490201041906,18,-37.989843534265226,14,-25.16697461183213,9,-13.91780073364204,-3.47945018341051,-13.333725502604764,-2.9630501116899475,-12.66328117808841,-2.713560252447516,-12.583487305916066,-2.7963305124257922
5612,gauss,crine,blowy,dempt,fifth,-69.29270824578089,20,-53.93145170128922,18,-39.00348146811115,14,-25.39423173427391,9,-13.858541649156177,-3.464635412289044,-13.482862925322305,-2.9961917611827342,-13.001160489370383,-2.785962962007939,-12.697115867136954,-2.821581303808212
5613,tewed,soily,crank,bumph,gaffe,-67.89577914064907,21,-52.527560921163186,19,-37.18250244500935,14,-25.006753801852515,9,-13.579155828129814,-3.233132340030908,-13.131890230290796,-2.7646084695349047,-12.394167481669783,-2.655893031786382,-12.503376900926257,-2.778528200205835
5614,slips,crane,gouty,faded,bimah,-64.96138299263191,19,-50.866462673765156,16,-37.645978479781725,14,-25.252061006004006,9,-12.992276598526383,-3.4190201575069428,-12.716615668441289,-3.1791539171103222,-12.548659493260574,-2.688998462841552,-12.626030503002003,-2.805784556222667
5615,sight,crane,blowy,fumed,qapik,-68.73033229989171,22,-52.77551316876584,19,-38.86222685978834,15,-25.252977125951105,10,-13.746066459978342,-3.1241060136314416,-13.19387829219146,-2.777658587829781,-12.954075619929448,-2.5908151239858896,-12.626488562975553,-2.5252977125951106
5616,peels,crony,baith,fudge,kokam,-70.50888690840092,20,-51.87839001767122,18,-38.0202826588167,14,-25.634358405655828,9,-14.101777381680185,-3.525444345420046,-12.969597504417806,-2.8821327787595123,-12.673427552938898,-2.715734475629764,-12.817179202827914,-2.84826204507287
5617,tufty,saine,broch,dwalm,kopek,-68.27141500222727,20,-52.79382920560333,18,-37.16821583354097,14,-24.655771835211155,9,-13.654283000445455,-3.4135707501113637,-13.198457301400833,-2.9329905114224073,-12.38940527784699,-2.654872559538641,-12.327885917605578,-2.7395302039123504
5618,awoke,shiny,blurt,caged,quaff,-68.81606787970901,20,-51.09886108174388,18,-38.14047515154659,15,-25.551733292328166,10,-13.763213575941801,-3.4408033939854503,-12.77471527043597,-2.8388256156524374,-12.713491717182196,-2.5426983434364394,-12.775866646164083,-2.5551733292328165
5619,crogs,faine,bludy,kempt,vozhd,-73.93784737369919,22,-55.25232775107103,19,-38.65038108432128,15,-25.642259632323736,10,-14.787569474739836,-3.360811244259054,-13.813081937767757,-2.90801725005637,-12.883460361440427,-2.5766920722880853,-12.821129816161868,-2.5642259632323734
5620,haars,coney,built,fidge,plump,-66.5754664537925,19,-51.499899509640294,17,-37.72388951297297,14,-25.59656172266596,9,-13.315093290758501,-3.503971918620658,-12.874974877410073,-3.0294058535082526,-12.574629837657655,-2.6945635366409264,-12.79828086133298,-2.844062413629551
5621,sujee,coaly,print,hewgh,madid,-67.89529117577555,19,-53.74067038252361,17,-37.32768694577916,14,-25.479762802208462,9,-13.579058235155111,-3.5734363776723974,-13.435167595630903,-3.16121590485433,-12.442562315259721,-2.6662633532699402,-12.739881401104231,-2.83108475580094
5622,hoved,slaty,brink,chump,gaffe,-68.24446633143333,21,-52.87624811194744,19,-37.79960740727919,15,-25.34675811403907,10,-13.648893266286667,-3.2497364919730156,-13.21906202798686,-2.782960426944602,-12.59986913575973,-2.519973827151946,-12.673379057019535,-2.5346758114039067
5623,brads,coney,guilt,whomp,affix,-74.73846822780311,21,-53.679920347716845,19,-38.13006203935559,15,-25.59726914094042,10,-14.947693645560623,-3.558974677514434,-13.419980086929211,-2.8252589656693075,-12.710020679785197,-2.5420041359570393,-12.79863457047021,-2.5597269140940417
5624,telco,saury,whine,boded,gramp,-65.39496546654854,19,-51.010975360969475,16,-37.94404336693429,14,-25.46459305576259,10,-13.078993093309709,-3.441840287713081,-12.752743840242369,-3.188185960060592,-12.648014455644763,-2.7102888119238777,-12.732296527881296,-2.546459305576259
5625,shogs,crane,blimy,duvet,qapik,-67.33134303946308,21,-51.376523908337205,18,-37.80485493911674,14,-25.2576056197108,9,-13.466268607892616,-3.2062544304506226,-12.844130977084301,-2.854251328240956,-12.601618313038912,-2.7003467813654813,-12.6288028098554,-2.806400624412311
5626,dwelt,soapy,brink,gauch,meffs,-69.77044886430116,21,-51.662350091286065,19,-38.484495358756455,15,-26.031646065516334,10,-13.954089772860232,-3.322402326871484,-12.915587522821516,-2.7190710574361088,-12.828165119585485,-2.565633023917097,-13.015823032758167,-2.6031646065516334
5627,angst,corey,build,whomp,jeffs,-73.62220446702166,21,-53.87649690460577,19,-38.32663859624452,15,-25.441100032030505,10,-14.724440893404331,-3.505819260334365,-13.469124226151443,-2.835605100242409,-12.775546198748174,-2.5551092397496347,-12.720550016015252,-2.5441100032030506
5628,toker,saucy,blind,whomp,graff,-69.49108936753301,21,-53.70929729398257,19,-38.15943898562132,15,-25.46679545398858,10,-13.898217873506601,-3.309099493692048,-13.427324323495643,-2.826805120735925,-12.719812995207107,-2.5439625990414214,-12.73339772699429,-2.546679545398858
5629,files,crony,ghaut,damme,bobak,-66.88841481485923,19,-52.842942771406456,17,-38.95925864527406,15,-25.640032403988034,10,-13.377682962971846,-3.5204428849925913,-13.210735692851614,-3.108408398318027,-12.986419548424687,-2.5972839096849376,-12.820016201994017,-2.5640032403988036
5630,novae,shily,cruft,paged,weamb,-68.94267530812229,21,-52.579841655063305,18,-39.29099553040143,15,-25.6723034968663,10,-13.788535061624458,-3.282984538482014,-13.144960413765826,-2.9211023141701835,-13.09699851013381,-2.619399702026762,-12.83615174843315,-2.5672303496866298
5631,payor,slice,bundt,hewgh,miffy,-71.2823965065452,20,-55.28342171016961,18,-38.870438273425165,15,-25.25224928856981,10,-14.256479301309039,-3.5641198253272597,-13.820855427542403,-3.071301206120534,-12.956812757808388,-2.591362551561678,-12.626124644284905,-2.5252249288569812
5632,trets,coaly,duing,whomp,kibbe,-72.33220137457968,20,-55.285512963082255,18,-39.735654654721,14,-25.483841739794045,9,-14.466440274915936,-3.616610068728984,-13.821378240770564,-3.071417386837903,-13.245218218240334,-2.838261046765786,-12.741920869897022,-2.831537971088227
5633,parts,coney,build,hewgh,flamm,-69.68193299545433,20,-54.89976318934638,18,-38.48677975260193,15,-25.601241188387917,10,-13.936386599090866,-3.4840966497727166,-13.724940797336595,-3.049986843852577,-12.828926584200644,-2.565785316840129,-12.800620594193958,-2.5601241188387918
5634,fitna,souce,glyph,brier,waddy,-67.17834659071691,19,-53.07277626948415,17,-41.80072564350238,15,-25.401424136404064,10,-13.435669318143383,-3.5357024521429956,-13.268194067371038,-3.121928015852009,-13.933575214500793,-2.7867150429001586,-12.700712068202032,-2.5401424136404063
5635,redid,slaty,pouch,known,gamme,-69.83324776927952,19,-55.9846549629584,17,-38.40524145432572,14,-25.35111898751149,9,-13.966649553855905,-3.675434093119975,-13.9961637407396,-3.2932149978210825,-12.801747151441907,-2.743231532451837,-12.675559493755745,-2.816790998612388
5636,meson,clary,whipt,budge,skoff,-71.8173062239754,21,-53.765352527231826,19,-40.1463195417637,15,-25.87445380856903,10,-14.36346124479508,-3.4198717249512094,-13.441338131807957,-2.8297553961700963,-13.382106513921235,-2.676421302784247,-12.937226904284515,-2.587445380856903
5637,neper,soily,chaft,budge,kamik,-68.28855353081062,20,-52.24979994819961,18,-38.630766962731485,14,-25.0159336857231,9,-13.657710706162124,-3.414427676540531,-13.062449987049902,-2.902766663788867,-12.876922320910495,-2.759340497337963,-12.50796684286155,-2.7795481873025665
5638,pinta,souce,drily,hewgh,flamm,-68.4438566217488,19,-53.66168681564085,17,-37.2487033788964,14,-25.403260610890186,10,-13.688771324349759,-3.6023082432499365,-13.415421703910212,-3.1565698126847557,-12.416234459632134,-2.6606216699211713,-12.701630305445093,-2.5403260610890186
5639,ferns,coaly,whipt,budge,kamik,-69.41614733874206,21,-53.377393756131056,19,-39.75836077066293,15,-25.48649503746826,10,-13.883229467748412,-3.305530825654384,-13.344348439032764,-2.809336513480582,-13.25278692355431,-2.6505573847108623,-12.74324751873413,-2.5486495037468258
5640,fifty,soare,clunk,bumph,gaged,-66.70578708245867,20,-53.20768651864326,18,-37.86262804248942,14,-24.78604812160591,9,-13.341157416491734,-3.3352893541229336,-13.301921629660814,-2.9559825843690697,-12.620876014163139,-2.704473431606387,-12.393024060802954,-2.754005346845101
5641,taros,cline,pudgy,howff,bemix,-75.02440033564574,21,-58.33395541020069,18,-39.65660809328239,15,-25.689172623517713,10,-15.004880067129147,-3.5725904921736067,-14.583488852550172,-3.240775300566705,-13.218869364427462,-2.6437738728854923,-12.844586311758857,-2.5689172623517713
5642,poets,briny,cauld,hewgh,flamm,-69.62549709352635,20,-54.843327287418404,18,-38.43034385067396,15,-25.692997101679026,10,-13.925099418705269,-3.4812748546763173,-13.710831821854601,-3.046851515967689,-12.810114616891319,-2.562022923378264,-12.846498550839513,-2.5692997101679027
5643,blimp,soare,cundy,wheft,jaggs,-70.73091540019061,21,-52.93415582159379,19,-37.90851828602274,15,-24.787141913241303,10,-14.146183080038123,-3.368138828580505,-13.233538955398448,-2.7860082011365153,-12.63617276200758,-2.527234552401516,-12.393570956620652,-2.4787141913241304
5644,faker,soily,bundt,champ,wigga,-69.3496960254964,21,-53.09559436770525,19,-38.637065657654034,15,-25.018876672798676,10,-13.86993920509928,-3.3023664774045907,-13.273898591926313,-2.794504966721329,-12.879021885884677,-2.5758043771769357,-12.509438336399338,-2.5018876672798678
5645,algid,souce,nymph,kraft,bevvy,-73.99593813718948,21,-59.57429800786359,19,-44.324935581944416,15,-25.405353179795796,10,-14.799187627437897,-3.5236161017709278,-14.893574501965897,-3.135489368834926,-14.774978527314806,-2.954995705462961,-12.702676589897898,-2.5405353179795798
5646,blawn,souce,primy,fight,dazed,-68.51330046431053,21,-53.245507525295736,19,-37.86700739974509,15,-25.406266694494185,10,-13.702660092862107,-3.2625381173481207,-13.311376881323934,-2.802395132910302,-12.62233579991503,-2.524467159983006,-12.703133347247093,-2.5406266694494186
5647,iliad,souce,grypt,known,baffy,-73.6223778120113,19,-58.50743288529165,17,-40.928019376658966,14,-25.407128997079532,9,-14.724475562402258,-3.8748619901058574,-14.626858221322912,-3.4416136991348028,-13.642673125552989,-2.9234299554756404,-12.703564498539766,-2.823014333008837
5648,rayed,suint,block,whump,foggy,-68.3294270829517,21,-54.61158325995969,19,-38.67245452941025,15,-25.671847273755972,10,-13.665885416590339,-3.253782242045319,-13.652895814989922,-2.874293855787352,-12.890818176470084,-2.578163635294017,-12.835923636877986,-2.567184727375597
5649,curls,faine,boxty,whomp,gived,-69.95162516580226,22,-55.73893410467326,19,-40.18907579631202,15,-25.653584999747455,10,-13.99032503316045,-3.1796193257182845,-13.934733526168316,-2.933628110772277,-13.396358598770673,-2.6792717197541345,-12.826792499873727,-2.5653584999747454
5650,thewy,saick,brond,flump,vuggs,-71.32558542105869,22,-53.77928987890389,20,-38.6608592303199,15,-26.164944533941295,10,-14.265117084211738,-3.242072064593577,-13.444822469725972,-2.6889644939451944,-12.8869530767733,-2.57739061535466,-13.082472266970647,-2.6164944533941297
5651,onery,sault,chimp,bodge,quaff,-71.30971715807406,20,-53.59251036010894,18,-40.37715836095548,15,-25.77577852633093,10,-14.261943431614814,-3.5654858579037034,-13.398127590027235,-2.977361686672719,-13.45905278698516,-2.691810557397032,-12.887889263165466,-2.5775778526330932
5652,teers,coaly,duing,whomp,kibbe,-72.34133141296685,20,-55.294643001469424,18,-39.74478469310817,14,-25.49297177818122,9,-14.46826628259337,-3.6170665706483427,-13.823660750367356,-3.071924611192746,-13.248261564369392,-2.8389131923648696,-12.74648588909061,-2.8325524197979135
5653,arris,coney,flump,bight,swizz,-74.65076966449942,20,-55.86817817828042,18,-40.72875242611618,14,-25.610321777532192,9,-14.930153932899884,-3.732538483224971,-13.967044544570104,-3.1037876765711343,-13.576250808705394,-2.9091966018654416,-12.805160888766096,-2.8455913086146882
5654,nobly,saice,furth,piped,gemma,-68.24278520298375,19,-52.28924016436699,17,-38.451317980869106,15,-24.849733963992954,10,-13.648557040596751,-3.591725536999145,-13.072310041091747,-3.0758376567274697,-12.817105993623036,-2.563421198724607,-12.424866981996477,-2.4849733963992953
5655,fakie,sonly,brugh,dempt,chizz,-72.41086721607292,21,-54.186289959174076,19,-39.258319725996,15,-25.669972805939246,10,-14.482173443214583,-3.4481365340987105,-13.546572489793519,-2.851909997851267,-13.086106575332002,-2.6172213150664003,-12.834986402969623,-2.5669972805939247
5656,combe,slaty,prink,faugh,dived,-65.95512559433236,21,-51.70734321339209,19,-38.00924671604549,15,-25.360186753850748,10,-13.191025118866472,-3.140720266396779,-12.926835803348023,-2.7214391164943206,-12.669748905348497,-2.5339497810696994,-12.680093376925374,-2.536018675385075
5657,chado,suite,barny,flump,gowks,-69.60900495434446,21,-52.1936663854021,18,-37.075235736818115,14,-25.428027914286496,10,-13.921800990868892,-3.3147145216354503,-13.048416596350526,-2.899648132522339,-12.358411912272706,-2.648231124058437,-12.714013957143248,-2.5428027914286497
5658,nuder,soily,chapt,gamme,bluff,-68.41696824805871,19,-52.139810004889746,17,-38.29121719856862,15,-25.024690615828447,10,-13.683393649611741,-3.6008930656873006,-13.034952501222437,-3.0670476473464556,-12.763739066189538,-2.552747813237908,-12.512345307914224,-2.5024690615828447
5659,amrit,souce,glyph,djinn,baffy,-74.17251770652587,20,-59.05757277980622,18,-41.81079124161057,15,-25.411489734512255,10,-14.834503541305173,-3.7086258853262932,-14.764393194951555,-3.28097626554479,-13.936930413870192,-2.7873860827740384,-12.705744867256128,-2.5411489734512256
5660,plots,crane,fudgy,whisk,bemix,-69.82882868914031,22,-53.13838376369525,19,-39.28105105596567,15,-25.270751881769215,10,-13.965765737828061,-3.174037667688196,-13.284595940923813,-2.796757040194487,-13.09368368532189,-2.618736737064378,-12.635375940884607,-2.5270751881769216
5661,lubed,saint,corky,whomp,graff,-69.30166968372941,21,-53.51987761017898,19,-37.97001930181773,15,-25.187404369251638,10,-13.860333936745883,-3.3000795087490196,-13.379969402544745,-2.8168356636936305,-12.656673100605909,-2.5313346201211817,-12.593702184625819,-2.518740436925164
5662,dolia,shute,crony,begem,kapok,-68.00547300408402,19,-51.73856740633515,17,-37.400758239943066,14,-26.15986692954538,10,-13.601094600816804,-3.57923542126758,-12.934641851583788,-3.0434451415491264,-12.466919413314356,-2.6714827314245047,-13.07993346477269,-2.615986692954538
5663,bawdy,slice,front,pujah,gemma,-70.30903954198091,21,-54.355494503364135,19,-37.24142612943035,15,-25.264647833572347,10,-14.061807908396181,-3.348049501999091,-13.588873625841034,-2.86081550017706,-12.413808709810118,-2.4827617419620234,-12.632323916786174,-2.526464783357235
5664,bicep,slaty,frond,waugh,muzak,-68.78668880058453,22,-52.285075337968365,19,-38.09781471363695,15,-25.362825643871936,10,-13.757337760116906,-3.1266676727538423,-13.071268834492091,-2.7518460704193877,-12.699271571212316,-2.539854314242463,-12.681412821935968,-2.536282564387194
5665,meynt,saick,brogh,duple,fizzy,-70.0041090556888,21,-52.93079756905096,19,-39.367957038235865,15,-26.168880540367297,10,-14.00082181113776,-3.3335290026518476,-13.23269939226274,-2.7858314510026823,-13.122652346078622,-2.6245304692157245,-13.084440270183649,-2.6168880540367296
5666,local,shine,purty,faded,weamb,-67.60192384916726,19,-51.23909019610828,16,-38.01860600212485,14,-25.418140620653666,9,-13.520384769833452,-3.557995992061435,-12.80977254902707,-3.2024431372567674,-12.67286866737495,-2.715614714437489,-12.709070310326833,-2.824237846739296
5667,oiled,saury,chant,pogge,frizz,-68.97637724882232,18,-50.9927293311174,16,-37.4699410278991,14,-25.481074965276022,10,-13.795275449764464,-3.8320209582679063,-12.74818233277935,-3.1870455831948377,-12.489980342633032,-2.6764243591356496,-12.740537482638011,-2.548107496527602
5668,crudo,saine,glyph,motet,bevvy,-67.89366117846225,19,-53.47202104913635,17,-41.07414128792662,15,-24.674839780828304,10,-13.578732235692451,-3.5733505883401184,-13.368005262284088,-3.1454130028903737,-13.691380429308873,-2.738276085861775,-12.337419890414152,-2.4674839780828304
