,w1,w2,w3,w4,w5,tglp5,nu5,tglp4,nu4,tglp3,nu3,tglp2,nu2,mean_tglp2,mean_tglp_per_unique2,mean_tglp3,mean_tglp_per_unique3,mean_tglp4,mean_tglp_per_unique4,mean_tglp5,mean_tglp_per_unique5
723,gorse,bialy,chunk,dempt,swizz,1.9779697624190065,21,1.6755939524838013,19,1.3658747300215983,15,1.019438444924406,10,0.509719222462203,0.10194384449244061,0.4552915766738661,0.09105831533477322,0.4188984881209503,0.08818915539388428,0.3955939524838013,0.09418903630566697
724,soggy,crane,built,whomp,faded,2.2099352051835854,20,1.7991360691144709,18,1.5421166306695466,14,1.0928725701943847,9,0.5464362850971923,0.12143028557715385,0.5140388768898488,0.11015118790496761,0.4497840172786177,0.09995200383969283,0.4419870410367171,0.11049676025917927
725,bousy,crane,glift,whomp,dazed,2.0980561555075594,21,1.7257019438444925,19,1.4686825053995682,15,1.0928725701943847,10,0.5464362850971923,0.10928725701943846,0.48956083513318943,0.09791216702663788,0.4314254859611231,0.09082641809707855,0.4196112311015119,0.09990743597655045
726,bract,soily,munge,faded,chowk,2.244492440604752,20,1.9317494600431966,17,1.520950323974082,15,1.1183585313174946,10,0.5591792656587473,0.11183585313174946,0.506983441324694,0.1013966882649388,0.48293736501079915,0.11363232117901156,0.4488984881209504,0.1122246220302376
727,basse,crony,guilt,whump,doved,2.064794816414687,20,1.6868250539956804,18,1.4639308855291577,14,1.0397408207343413,9,0.5198704103671706,0.11552675785937125,0.48797696184305256,0.10456649182351127,0.4217062634989201,0.09371250299976003,0.4129589632829374,0.10323974082073435
728,freet,soily,chank,budge,plump,2.202159827213823,20,1.9291576673866089,18,1.5257019438444923,14,1.11792656587473,9,0.558963282937365,0.12421406287497,0.5085673146148307,0.1089787102746066,0.4822894168466522,0.10717542596592272,0.44043196544276464,0.11010799136069116
729,fouet,shaly,brink,cadge,pimps,2.1870410367170625,20,1.9749460043196545,18,1.509719222462203,15,1.0773218142548595,10,0.5386609071274298,0.10773218142548595,0.5032397408207343,0.10064794816414686,0.4937365010799136,0.10971922246220303,0.4374082073434125,0.10935205183585313
730,irone,slaty,chump,boded,gawks,2.0120950323974083,20,1.780561555075594,17,1.3645788336933045,15,1.0920086393088553,10,0.5460043196544276,0.10920086393088553,0.45485961123110147,0.09097192224622029,0.4451403887688985,0.10473891500444671,0.40241900647948164,0.10060475161987041
731,sured,coaly,think,gamme,bebop,2.136933045356371,19,1.8518358531317494,17,1.4319654427645787,15,1.0630669546436284,10,0.5315334773218142,0.10630669546436285,0.4773218142548596,0.09546436285097191,0.46295896328293734,0.10893152077245584,0.42738660907127424,0.11247016028191427
732,swipe,coaly,brunt,faded,kheth,2.1900647948164145,19,1.9226781857451407,17,1.5118790496760262,15,1.062634989200864,10,0.531317494600432,0.1062634989200864,0.503959683225342,0.10079193664506841,0.4806695464362852,0.11309871680853768,0.4380129589632829,0.11526656814823234
733,steer,coaly,duing,whomp,kibbe,1.9732181425485962,20,1.6591792656587472,18,1.402159827213823,14,1.062634989200864,9,0.531317494600432,0.11807055435565156,0.46738660907127433,0.10015427337241592,0.4147948164146868,0.0921766258699304,0.39464362850971924,0.09866090712742981
734,douse,briny,clapt,hewgh,skoff,2.0060475161987044,20,1.711879049676026,18,1.4734341252699785,15,1.0375809935205185,10,0.5187904967602592,0.10375809935205185,0.4911447084233262,0.09822894168466524,0.4279697624190065,0.09510439164866812,0.40120950323974086,0.10030237580993522
735,brize,slaty,pound,chowk,maxim,2.0561555075593954,21,1.7870410367170626,19,1.4742980561555077,15,1.0915766738660908,10,0.5457883369330454,0.10915766738660908,0.4914326853851692,0.09828653707703384,0.44676025917926565,0.09405479140616119,0.4112311015118791,0.09791216702663788
736,slaid,corey,thunk,gamme,frizz,2.1123110151187903,19,1.8129589632829373,17,1.3930885529157668,15,1.067818574514039,10,0.5339092872570195,0.1067818574514039,0.46436285097192226,0.09287257019438445,0.4532397408207343,0.1066446448989963,0.42246220302375803,0.11117426395362054
737,sexer,coaly,quint,whomp,badge,2.1671706263498915,21,1.7127429805615548,18,1.4557235421166306,14,1.0626349892008637,9,0.5313174946004319,0.11807055435565153,0.4852411807055435,0.10398025300833076,0.4281857451403887,0.09515238780897527,0.4334341252699783,0.10319860125475674
738,plage,shiny,court,faded,bemix,2.2082073434125267,20,1.9308855291576672,17,1.5200863930885529,15,1.0678185745140387,10,0.5339092872570194,0.10678185745140387,0.506695464362851,0.10133909287257019,0.4827213822894168,0.1135815017151569,0.4416414686825053,0.11041036717062633
739,spoke,briny,claut,vozhd,maxim,1.963282937365011,21,1.6941684665226782,19,1.487257019438445,15,1.0375809935205182,10,0.5187904967602591,0.10375809935205182,0.49575233981281497,0.099150467962563,0.42354211663066954,0.08916676139593042,0.3926565874730022,0.09348966368404814
740,swamy,crine,boult,faded,pujah,2.2038876889848806,20,1.930453563714903,17,1.5196544276457884,15,1.073866090712743,10,0.5369330453563715,0.10738660907127431,0.5065514758819295,0.10131029517638589,0.48261339092872574,0.11355609198322958,0.44077753779697615,0.11019438444924404
741,terse,coaly,duing,whomp,vibex,1.930021598272138,21,1.6587473002159825,18,1.4017278617710582,14,1.0622030237580993,9,0.5311015118790496,0.11802255819534437,0.46724262059035276,0.10012341869793273,0.4146868250539956,0.0921526277897768,0.3860043196544276,0.09190579039391134
742,beret,soily,chank,pudge,maxim,2.1840172786177106,20,1.9149028077753778,18,1.5248380129589632,14,1.1170626349892008,9,0.5585313174946004,0.12411807055435564,0.5082793376529877,0.10891700092564023,0.47872570194384445,0.10638348932085433,0.4368034557235421,0.10920086393088553
743,zaire,sonly,butch,piped,flamm,2.078617710583153,19,1.7529157667386608,17,1.3909287257019438,15,1.0622030237580993,10,0.5311015118790496,0.10622030237580993,0.4636429085673146,0.09272858171346292,0.4382289416846652,0.1031126921610977,0.41572354211663065,0.10940093213595543
744,spalt,crine,fudgy,bokeh,maxim,2.102375809935205,21,1.8332613390928725,19,1.4354211663066956,15,1.073866090712743,10,0.5369330453563715,0.10738660907127431,0.4784737221022319,0.09569474442044637,0.4583153347732181,0.09648743889962487,0.420475161987041,0.10011313380643834
745,arete,soily,chunk,faded,weamb,2.180993520518359,19,1.873866090712743,16,1.4630669546436286,14,1.1166306695464363,9,0.5583153347732182,0.12407007439404848,0.48768898488120954,0.1045047824745449,0.4684665226781857,0.11711663066954643,0.4361987041036718,0.114789132658861
746,dorse,gaily,chunk,tempt,blaff,2.012095032397408,20,1.6915766738660907,18,1.3654427645788336,15,1.0190064794816414,10,0.5095032397408207,0.10190064794816414,0.45514758819294454,0.09102951763858891,0.42289416846652267,0.09397648188144948,0.4024190064794816,0.1006047516198704
747,scant,prole,fudgy,whisk,bemix,2.0056155507559397,22,1.72829373650108,19,1.3926565874730021,15,1.0311015118790496,10,0.5155507559395248,0.10311015118790497,0.4642188624910007,0.09284377249820014,0.43207343412527,0.09096282823689894,0.40112311015118796,0.09116434321617907
748,weary,suint,block,vozhd,gamme,2.0453563714902807,21,1.62548596112311,19,1.4185745140388768,15,1.037149028077754,10,0.518574514038877,0.1037149028077754,0.47285817134629227,0.09457163426925845,0.4063714902807775,0.08555189269069001,0.4090712742980561,0.09739792245191813
749,cadet,soily,brung,whomp,quaff,1.980561555075594,21,1.731317494600432,19,1.4742980561555077,15,1.1166306695464363,10,0.5583153347732182,0.11166306695464363,0.4914326853851692,0.09828653707703384,0.432829373650108,0.09112197340002273,0.3961123110151188,0.09431245500359971
750,mosey,brant,child,fugue,qapik,2.0600431965442767,21,1.7766738660907129,18,1.3900647948164149,15,1.0064794816414688,10,0.5032397408207344,0.10064794816414688,0.46335493160547164,0.09267098632109433,0.4441684665226782,0.09870410367170628,0.41200863930885534,0.09809729507353698
751,ariel,stony,chump,badge,quaff,2.00475161987041,20,1.755507559395248,18,1.3010799136069113,15,1.0285097192224621,10,0.5142548596112311,0.10285097192224621,0.4336933045356371,0.08673866090712742,0.438876889848812,0.09752819774418045,0.400950323974082,0.1002375809935205
752,false,crony,whipt,muxed,bobak,2.0406047516198704,21,1.701511879049676,19,1.381425485961123,15,1.0375809935205182,10,0.5187904967602591,0.10375809935205182,0.460475161987041,0.0920950323974082,0.425377969762419,0.08955325679208821,0.4081209503239741,0.09717165483904144
753,paint,souce,braky,whelm,gived,2.2069114470842335,21,1.8604751619870412,18,1.597840172786177,14,1.094168466522678,10,0.547084233261339,0.10941684665226781,0.5326133909287257,0.11413144091329837,0.4651187904967603,0.10335973122150229,0.4413822894168467,0.1050910212897254
754,siver,coaly,bundt,whomp,gaffe,2.0626349892008635,21,1.672570194384449,19,1.4155507559395248,15,1.0613390928725701,10,0.5306695464362851,0.10613390928725701,0.4718502519798416,0.09437005039596832,0.4181425485961123,0.08803001023076047,0.4125269978401727,0.0982207137714697
755,wrier,slaty,bound,chomp,gaffe,2.182721382289417,20,1.7926565874730023,18,1.4859611231101515,14,1.0898488120950325,9,0.5449244060475162,0.12109431245500361,0.4953203743700505,0.10614008022215368,0.44816414686825057,0.09959203263738901,0.4365442764578834,0.10913606911447085
756,moory,saine,pluck,bight,fedex,2.1438444924406053,21,1.8073434125269983,18,1.4950323974082074,14,1.161123110151188,9,0.580561555075594,0.12901367890568757,0.49834413246940246,0.10678802838630053,0.45183585313174957,0.10040796736261101,0.42876889848812105,0.10208783297336216
757,waide,sonly,cruft,bumph,gleek,2.1196544276457883,21,1.7205183585313175,19,1.4574514038876891,15,1.0609071274298056,10,0.5304535637149028,0.10609071274298057,0.4858171346292297,0.09716342692584594,0.4301295896328294,0.09055359781743777,0.42393088552915764,0.10093592512598992
758,caple,shiny,grout,boded,flamm,2.2228941684665227,19,1.8971922246220303,17,1.4812095032397408,15,1.0660907127429806,10,0.5330453563714903,0.10660907127429806,0.49373650107991357,0.09874730021598271,0.4742980561555076,0.11159954262482531,0.44457883369330453,0.11699442991929067
759,shott,crane,blimy,puked,wauff,2.153347732181426,20,1.888552915766739,18,1.5533477321814257,14,1.0902807775377972,9,0.5451403887688986,0.12114230861531079,0.5177825773938086,0.11095340944153041,0.4721382289416847,0.1049196064314855,0.4306695464362852,0.1076673866090713
760,beast,crony,guild,whump,koffs,1.7965442764578834,21,1.6259179265658747,19,1.403023758099352,15,1.0371490280777538,10,0.5185745140388769,0.10371490280777537,0.46767458603311735,0.09353491720662348,0.4064794816414687,0.0855746277139934,0.3593088552915767,0.0855497274503754
761,swive,coaly,brunt,humph,faded,2.139092872570195,20,1.7282937365010802,18,1.5101511879049678,15,1.0609071274298056,10,0.5304535637149028,0.10609071274298057,0.503383729301656,0.1006767458603312,0.43207343412527005,0.09601631869450446,0.427818574514039,0.10695464362850975
762,tatie,sonly,brugh,clack,piped,2.1965442764578835,18,1.8345572354211663,16,1.4151187904967604,14,1.0609071274298056,9,0.5304535637149028,0.11787856971442284,0.47170626349892014,0.10107991360691146,0.4586393088552916,0.1146598272138229,0.4393088552915767,0.12203023758099353
763,mouse,briny,clapt,hewgh,faded,2.1209503239740823,20,1.7101511879049678,18,1.4717062634989202,15,1.0358531317494601,10,0.5179265658747301,0.10358531317494601,0.49056875449964005,0.098113750899928,0.42753779697624195,0.09500839932805377,0.42419006479481647,0.10604751619870412
764,reame,soily,bundt,chowk,gruff,2.0453563714902803,20,1.7827213822894168,18,1.4699784017278619,14,1.1157667386609071,9,0.5578833693304536,0.12397408207343413,0.48999280057595396,0.10499845726627585,0.4456803455723542,0.09904007679385649,0.40907127429805606,0.10226781857451402
765,manse,pricy,boult,hewgh,fifed,2.038444924406048,20,1.6933045356371494,18,1.4548596112311019,15,1.0090712742980563,10,0.5045356371490282,0.10090712742980563,0.4849532037437006,0.09699064074874013,0.42332613390928736,0.09407247420206385,0.4076889848812096,0.1019222462203024
766,coost,brane,plumy,weigh,faded,2.2440604751619873,20,1.8332613390928727,18,1.485097192224622,14,1.079049676025918,9,0.539524838012959,0.11989440844732423,0.49503239740820737,0.10607837087318729,0.4583153347732182,0.10184785217182626,0.44881209503239744,0.11220302375809936
767,borer,slaty,chink,pudge,maxim,2.13866090712743,20,1.869546436285097,18,1.4794816414686824,14,1.0894168466522678,9,0.5447084233261339,0.12104631629469642,0.4931605471562275,0.10567726010490588,0.4673866090712743,0.10386369090472762,0.42773218142548597,0.10693304535637149
768,spait,corey,blunk,whiff,gadge,2.0946004319654428,20,1.6652267818574515,18,1.4259179265658748,15,1.065658747300216,10,0.532829373650108,0.10656587473002159,0.47530597552195825,0.09506119510439165,0.4163066954643629,0.09251259899208064,0.41892008639308853,0.10473002159827213
769,cable,shiny,grout,domed,quaff,2.113174946004319,19,1.8639308855291574,17,1.480777537796976,15,1.065658747300216,10,0.532829373650108,0.10656587473002159,0.493592512598992,0.0987185025197984,0.46598272138228936,0.10964299326642102,0.42263498920086384,0.11121973400022733
770,caste,briny,mould,khaph,wigga,1.8920086393088553,20,1.6794816414686824,18,1.3943844492440605,15,1.0354211663066955,10,0.5177105831533477,0.10354211663066955,0.46479481641468684,0.09295896328293736,0.4198704103671706,0.09330453563714902,0.37840172786177106,0.09460043196544277
771,stied,coaly,brung,whomp,jeffs,1.8298056155507558,21,1.6751619870410366,19,1.4181425485961123,15,1.060475161987041,10,0.5302375809935205,0.10604751619870409,0.47271418286537076,0.09454283657307415,0.41879049676025915,0.08816642037058087,0.36596112311015117,0.08713360074051218
772,rouse,gaily,chant,bided,skoff,2.1624190064794813,18,1.8682505399568035,16,1.4855291576673866,14,1.017278617710583,10,0.5086393088552915,0.1017278617710583,0.4951763858891289,0.10610922554767047,0.46706263498920086,0.11676565874730022,0.43248380129589625,0.12013438924886007
773,flote,saury,chink,boded,gramp,2.234989200863931,20,1.8838012958963284,17,1.4678185745140389,15,1.0777537796976242,10,0.5388768898488121,0.10777537796976241,0.4892728581713463,0.09785457163426926,0.4709503239740821,0.11081184093507813,0.4469978401727862,0.11174946004319655
774,fusee,coaly,print,hewgh,madid,2.1071274298056157,19,1.7779697624190065,17,1.539524838012959,14,1.0600431965442765,9,0.5300215982721382,0.1177825773938085,0.5131749460043197,0.1099660598580685,0.4444924406047516,0.10458645661288274,0.42142548596112317,0.11090144367397978
775,stint,brace,godly,whump,jeffs,1.8730021598272137,21,1.7183585313174945,19,1.4954643628509718,14,1.065658747300216,9,0.532829373650108,0.11840652747780177,0.49848812095032397,0.1068188830607837,0.4295896328293736,0.09043992270092076,0.37460043196544274,0.08919057903939114
776,canty,slier,bough,fremd,pukka,1.9714902807775379,20,1.7732181425485962,18,1.4423326133909289,15,1.0829373650107992,10,0.5414686825053996,0.10829373650107992,0.4807775377969763,0.09615550755939525,0.44330453563714906,0.09851211903047757,0.39429805615550756,0.09857451403887689
777,morse,gaily,bundt,whack,pluff,1.9624190064794815,21,1.7166306695464362,19,1.3714902807775378,15,1.017278617710583,10,0.5086393088552915,0.1017278617710583,0.45716342692584594,0.09143268538516919,0.42915766738660904,0.09034898260770717,0.39248380129589633,0.09344852411807054
778,loave,shiny,cruft,paged,bemix,2.14902807775378,21,1.8717062634989203,18,1.461771058315335,15,1.0652267818574515,10,0.5326133909287257,0.10652267818574515,0.48725701943844496,0.097451403887689,0.4679265658747301,0.10398368130549557,0.42980561555075597,0.10233467036922761
779,sined,coaly,brugh,kempt,whiff,1.9235421166306699,21,1.6842332613390931,19,1.4138228941684667,15,1.059611231101512,10,0.529805615550756,0.1059611231101512,0.47127429805615556,0.09425485961123112,0.4210583153347733,0.08864385585995227,0.384708423326134,0.09159724364907952
780,sluit,crane,podgy,whiff,vibex,2.0038876889848813,21,1.7326133909287258,18,1.493304535637149,15,1.0889848812095033,10,0.5444924406047517,0.10889848812095033,0.49776817854571637,0.09955363570914327,0.43315334773218145,0.09625629949604032,0.4007775377969763,0.09542322328499435
781,showy,crane,built,faded,gopak,2.263498920086393,20,1.9490280777537798,17,1.5382289416846653,15,1.0889848812095033,10,0.5444924406047517,0.10889848812095033,0.5127429805615551,0.10254859611231101,0.48725701943844496,0.1146487104561047,0.4526997840172786,0.11317494600431965
782,cater,soily,bundh,gimme,pluff,2.0410367170626347,19,1.7952483801295898,17,1.4194384449244062,15,1.1144708423326133,10,0.5572354211663066,0.11144708423326133,0.4731461483081354,0.09462922966162708,0.44881209503239744,0.10560284588997587,0.40820734341252696,0.10742298510855972
783,elate,shiny,brock,fumed,gawps,2.057883369330453,21,1.8285097192224617,18,1.4747300215982717,14,1.0647948164146868,9,0.5323974082073434,0.11831053515718742,0.49157667386609055,0.10533785868559084,0.45712742980561544,0.10158387329013677,0.41157667386609054,0.09799444615859298
784,sixte,coaly,grund,bumph,whiff,1.9278617710583155,21,1.6885529157667387,19,1.42548596112311,15,1.0596112311015118,10,0.5298056155507559,0.10596112311015118,0.4751619870410367,0.09503239740820733,0.4221382289416847,0.08887120609298625,0.3855723542116631,0.0918029414789674
785,slish,crane,pouty,faded,bemix,2.2475161987041035,19,1.970194384449244,16,1.5593952483801297,14,1.0889848812095033,9,0.5444924406047517,0.12099832013438926,0.5197984161267099,0.11138537488429498,0.492548596112311,0.12313714902807775,0.4495032397408207,0.1182903262475844
786,holey,saint,crump,budge,jeffs,1.9693304535637148,20,1.8146868250539956,18,1.411231101511879,15,1.0855291576673867,10,0.5427645788336933,0.10855291576673867,0.47041036717062634,0.09408207343412527,0.4536717062634989,0.10081593472522198,0.393866090712743,0.09846652267818574
787,teaze,soily,crunk,bumph,faded,2.1874730021598277,20,1.7766738660907129,18,1.5136069114470843,14,1.1140388768898488,9,0.5570194384449244,0.12378209743220542,0.504535637149028,0.10811477938907745,0.4441684665226782,0.09870410367170628,0.43749460043196553,0.10937365010799138
788,sappy,crine,boult,hewgh,fumed,2.108855291576674,20,1.755075593952484,17,1.5166306695464364,14,1.0708423326133911,9,0.5354211663066956,0.1189824814014879,0.5055435565154788,0.10833076211045975,0.438768898488121,0.10323974082073435,0.4217710583153348,0.1054427645788337
789,arret,soily,chunk,badge,flamm,2.2406047516198706,19,1.9149028077753778,17,1.460475161987041,14,1.1140388768898488,9,0.5570194384449244,0.12378209743220542,0.4868250539956804,0.10431965442764579,0.47872570194384445,0.11264134163384576,0.44812095032397414,0.11792656587473004
790,perse,coaly,quint,shmek,gadid,2.217710583153348,19,1.885097192224622,17,1.4522678185745141,14,1.0591792656587473,9,0.5295896328293737,0.11768658507319414,0.4840892728581714,0.1037334156124653,0.4712742980561555,0.11088807013086012,0.4435421166306696,0.1167216096396499
791,curse,gaily,month,bided,spazz,2.073434125269978,19,1.7460043196544275,17,1.3632829373650106,15,1.0164146868250539,10,0.5082073434125269,0.10164146868250538,0.4544276457883369,0.09088552915766737,0.43650107991360687,0.10270613645026044,0.4146868250539956,0.10912811185631464
792,faint,souce,glyph,braky,meved,2.186177105831533,21,1.8259179265658743,18,1.3222462203023755,15,1.0915766738660906,10,0.5457883369330453,0.10915766738660906,0.44074874010079185,0.08814974802015836,0.45647948164146857,0.10143988480921523,0.43723542116630665,0.10410367170626349
793,beaky,suint,porch,fjeld,gamme,2.088984881209503,21,1.6691144708423324,19,1.4120950323974082,15,1.0341252699784018,10,0.5170626349892009,0.10341252699784018,0.4706983441324694,0.09413966882649388,0.4172786177105831,0.08784813004433328,0.4177969762419006,0.09947547053378586
794,albee,shiny,court,gramp,fjeld,2.1244060475161985,20,1.867386609071274,17,1.5161987041036717,14,1.0639308855291576,9,0.5319654427645788,0.11821454283657307,0.5053995680345572,0.10829990743597655,0.4668466522678185,0.10984627112183964,0.4248812095032397,0.10622030237580993
795,satem,crony,build,khaph,wigga,1.9235421166306697,20,1.7110151187904967,18,1.4259179265658748,15,1.0349892008639308,10,0.5174946004319654,0.10349892008639308,0.47530597552195825,0.09506119510439165,0.4277537796976242,0.09505639548836092,0.3847084233261339,0.09617710583153348
796,stimy,crane,bough,fjeld,qapik,1.987904967602592,22,1.7045356371490283,19,1.4475161987041039,15,1.0881209503239742,10,0.5440604751619871,0.10881209503239742,0.4825053995680346,0.09650107991360693,0.4261339092872571,0.08971240195521202,0.3975809935205184,0.09035931670920873
797,gride,slaty,pouch,known,bemix,1.9624190064794815,21,1.6850971922246218,18,1.466522678185745,15,1.0876889848812095,10,0.5438444924406047,0.10876889848812095,0.48884089272858167,0.09776817854571633,0.42127429805615546,0.09361651067914566,0.39248380129589633,0.09344852411807054
798,forte,saucy,blind,whomp,vuggs,1.915766738660907,21,1.7395248380129587,19,1.4825053995680344,15,1.0764578833693303,10,0.5382289416846652,0.10764578833693303,0.49416846652267815,0.09883369330453563,0.43488120950323966,0.0915539388427873,0.3831533477321814,0.09122698755528129
799,super,coaly,think,badge,meffs,2.0738660907127433,20,1.8816414686825054,18,1.4272138228941684,15,1.0583153347732182,10,0.5291576673866091,0.10583153347732181,0.4757379409647228,0.09514758819294457,0.47041036717062634,0.10453563714902808,0.41477321814254864,0.10369330453563716
800,cooky,saine,blurt,hewgh,piped,2.1667386609071277,19,1.8047516198704106,17,1.566306695464363,14,1.1585313174946006,9,0.5792656587473003,0.1287257019438445,0.5221022318214543,0.11187904967602592,0.45118790496760264,0.1061618599923771,0.4333477321814255,0.11403887688984883
801,booze,slaty,prink,gauch,meved,2.2444924406047515,21,1.8842332613390929,18,1.5062634989200863,14,1.087257019438445,9,0.5436285097192225,0.12080633549316055,0.5020878329733621,0.1075902499228633,0.4710583153347732,0.1046796256299496,0.4488984881209503,0.10688059240975008
802,grime,slaty,bound,chowk,puffa,1.9913606911447082,21,1.7961123110151187,19,1.4833693304535638,15,1.087257019438445,10,0.5436285097192225,0.1087257019438445,0.4944564434845213,0.09889128869690425,0.4490280777537797,0.09453222689553256,0.39827213822894164,0.09482669957831943
803,ravey,suint,block,whump,dodge,2.0548596112311013,21,1.6380129589632828,19,1.4151187904967601,15,1.0336933045356373,10,0.5168466522678187,0.10336933045356374,0.47170626349892003,0.09434125269978401,0.4095032397408207,0.08621120836648857,0.41097192224622026,0.09785045767767149
804,saola,crine,bufty,whump,doved,2.0539956803455723,20,1.6760259179265657,18,1.453131749460043,14,1.0699784017278617,9,0.5349892008639309,0.11888648908087353,0.48437724982001434,0.10379512496143165,0.41900647948164144,0.09311255099592032,0.41079913606911445,0.10269978401727861
805,shirr,coate,bludy,known,maxim,1.9818574514038882,19,1.7127429805615555,17,1.4941684665226784,14,1.0742980561555076,9,0.5371490280777538,0.11936645068394529,0.4980561555075595,0.10672631903733418,0.4281857451403889,0.1007495870918562,0.39637149028077767,0.10430828691599411
806,soars,cline,bufty,whomp,gaged,2.079913606911447,20,1.6816414686825052,18,1.424622030237581,14,1.0414686825053996,9,0.5207343412526998,0.11571874250059995,0.47487401007919366,0.10175871644554149,0.4204103671706263,0.09342452603791696,0.4159827213822894,0.10399568034557236
807,barge,soily,chunk,dempt,quaff,2.0185745140388764,21,1.7693304535637147,19,1.4596112311015117,15,1.1131749460043194,10,0.5565874730021597,0.11131749460043194,0.48653707703383725,0.09730741540676745,0.44233261339092866,0.09312265545072182,0.4037149028077753,0.09612259590661316
808,shoot,crane,blimy,puked,wauff,2.1503239740820734,20,1.8855291576673865,18,1.5503239740820733,14,1.087257019438445,9,0.5436285097192225,0.12080633549316055,0.5167746580273578,0.1107374267201481,0.4713822894168466,0.10475161987041036,0.4300647948164147,0.10751619870410367
809,plier,saucy,month,budge,jeffs,1.9805615550755937,20,1.8259179265658745,18,1.422462203023758,15,1.0755939524838012,10,0.5377969762419006,0.10755939524838012,0.47415406767458596,0.0948308135349172,0.4564794816414686,0.10143988480921524,0.39611231101511873,0.09902807775377968
810,spart,coney,build,hewgh,kamme,2.060907127429806,20,1.6820734341252703,18,1.4436285097192227,15,1.0526997840172787,10,0.5263498920086394,0.10526997840172787,0.48120950323974093,0.09624190064794819,0.4205183585313176,0.09344852411807057,0.4121814254859612,0.1030453563714903
811,troke,saucy,blind,hewgh,quaff,1.969330453563715,20,1.720086393088553,18,1.4816414686825055,15,1.0755939524838012,10,0.5377969762419006,0.10755939524838012,0.49388048956083513,0.09877609791216703,0.43002159827213826,0.09556035517158629,0.39386609071274303,0.09846652267818576
812,cosie,praty,blunk,whiff,gaged,2.016414686825054,20,1.6181425485961125,18,1.3788336933045358,15,1.0185745140388769,10,0.5092872570194384,0.10185745140388769,0.4596112311015119,0.09192224622030239,0.4045356371490281,0.08989680825533958,0.40328293736501075,0.10082073434125269
813,glary,souce,think,faded,bebop,2.155507559395248,19,1.8704103671706263,17,1.4596112311015117,15,1.0907127429805614,10,0.5453563714902807,0.10907127429805615,0.48653707703383725,0.09730741540676745,0.46760259179265656,0.11002413924533096,0.4311015118790496,0.11344776628396042
814,slack,brine,pouty,hewgh,faded,2.1784017278617713,20,1.7676025917926568,18,1.5291576673866092,15,1.0587473002159828,10,0.5293736501079914,0.10587473002159828,0.509719222462203,0.10194384449244061,0.4419006479481642,0.09820014398848093,0.43568034557235424,0.10892008639308856
815,parer,soily,bundt,whack,gimme,2.1879049676025923,20,1.8120950323974083,18,1.46695464362851,14,1.112742980561555,9,0.5563714902807775,0.12363810895128388,0.4889848812095033,0.10478247454489356,0.4530237580993521,0.10067194624430047,0.4375809935205185,0.10939524838012962
816,suber,coaly,think,fadge,plump,2.138228941684665,20,1.865226781857451,18,1.4267818574514037,15,1.0578833693304535,10,0.5289416846652267,0.10578833693304535,0.47559395248380126,0.09511879049676025,0.46630669546436276,0.10362371010319173,0.427645788336933,0.10691144708423325
817,dogey,saint,churl,buffe,pimps,2.0125269978401725,19,1.8004319654427643,17,1.4362850971922245,15,1.0842332613390928,10,0.5421166306695464,0.10842332613390929,0.47876169906407484,0.09575233981281497,0.4501079913606911,0.10590776267310378,0.4025053995680345,0.1059224735705354
818,clipe,saury,month,bided,graff,2.1291576673866084,19,1.8051835853131748,17,1.422462203023758,15,1.0755939524838012,10,0.5377969762419006,0.10755939524838012,0.47415406767458596,0.0948308135349172,0.4512958963282937,0.1061872697243044,0.42583153347732167,0.11206092986245307
819,druse,coaly,think,begem,waffs,1.9987041036717061,20,1.7900647948164146,18,1.4263498920086393,15,1.057451403887689,10,0.5287257019438445,0.1057451403887689,0.47544996400287975,0.09508999280057595,0.44751619870410364,0.09944804415646748,0.39974082073434125,0.09993520518358531
820,sones,clary,whipt,budge,kamik,2.0501079913606914,20,1.7667386609071276,18,1.3632829373650108,14,1.019438444924406,9,0.509719222462203,0.11327093832493401,0.45442764578833694,0.09737735266892934,0.4416846652267819,0.09815214782817376,0.4100215982721383,0.10250539956803457
821,bonny,saice,thurl,piped,flamm,2.162850971922246,18,1.8371490280777536,16,1.4751619870410366,14,1.1442764578833693,9,0.5721382289416846,0.1271418286537077,0.4917206623470122,0.10536871336007404,0.4592872570194384,0.1148218142548596,0.4325701943844492,0.12015838732901367
822,krone,slaty,quich,boded,maxim,2.1019438444924408,19,1.832829373650108,17,1.4168466522678185,15,1.0859611231101511,10,0.5429805615550756,0.10859611231101511,0.4722822174226062,0.09445644348452123,0.458207343412527,0.10781349256765341,0.42038876889848814,0.11062862339433899
823,wooer,slaty,chink,budge,frump,2.1779697624190066,21,1.8790496760259179,18,1.4755939524838013,14,1.0855291576673867,9,0.5427645788336933,0.12061435085193185,0.4918646508279338,0.10539956803455723,0.46976241900647947,0.10439164866810655,0.43559395248380134,0.10371284582947651
824,boogy,saine,cruft,whelk,piped,2.2086393088552922,20,1.8466522678185748,18,1.5533477321814257,14,1.1568034557235423,9,0.5784017278617711,0.1285337173026158,0.5177825773938086,0.11095340944153041,0.4616630669546437,0.1025917926565875,0.44172786177105844,0.11043196544276461
825,ponce,slaty,brugh,fiked,maxim,2.0483801295896327,21,1.7792656587473001,19,1.4397408207343412,15,1.0855291576673867,10,0.5427645788336933,0.10855291576673867,0.4799136069114471,0.09598272138228942,0.44481641468682503,0.0936455609867,0.4096760259179265,0.09754191093283965
