w,in_wordle,in_wordle_curated,freq
clave,True,False,149772.0
clavi,True,False,
claws,True,False,2923988.0
clays,True,False,2680443.0
cleck,True,False,
cleek,True,False,
cleep,True,False,
clefs,True,False,
clegs,True,False,
cleik,True,False,
clems,True,False,
clepe,True,False,
clept,True,False,
cleve,True,False,420823.0
clews,True,False,139110.0
clied,True,False,
clies,True,False,
clift,True,False,236914.0
clime,True,False,590251.0
cline,True,False,743236.0
clint,True,False,921308.0
clipe,True,False,
clips,True,False,2117597.0
clipt,True,False,
clits,True,False,
cloam,True,False,
clods,True,False,364528.0
cloff,True,False,
clogs,True,False,383090.0
cloke,True,False,
clomb,True,False,
clomp,True,False,
clonk,True,False,
clons,True,False,
cloop,True,False,
cloot,True,False,
clops,True,False,
clote,True,False,
clots,True,False,831605.0
clour,True,False,
clous,True,False,
clows,True,False,
cloye,True,False,
cloys,True,False,
cloze,True,False,189119.0
clubs,True,False,12489498.0
clues,True,False,4801504.0
cluey,True,False,
clunk,True,False,
clype,True,False,
cnida,True,False,
coact,True,False,
coady,True,False,
coala,True,False,
coals,True,False,3259211.0
coaly,True,False,
coapt,True,False,
coarb,True,False,
coate,True,False,
coati,True,False,
coats,True,False,5768322.0
cobbs,True,False,115542.0
cobby,True,False,
cobia,True,False,
coble,True,False,117328.0
cobza,True,False,
cocas,True,False,
cocci,True,False,428126.0
cocco,True,False,
cocks,True,False,1300491.0
cocky,True,False,451791.0
cocos,True,False,232899.0
codas,True,False,
codec,True,False,231919.0
coded,True,False,4304768.0
coden,True,False,
coder,True,False,355017.0
codes,True,False,13446661.0
codex,True,False,1862037.0
codon,True,False,755868.0
coeds,True,False,
coffs,True,False,
cogie,True,False,
cogon,True,False,
cogue,True,False,
cohab,True,False,
cohen,True,False,9007672.0
cohoe,True,False,
cohog,True,False,
cohos,True,False,
coifs,True,False,
coign,True,False,
coils,True,False,4432651.0
coins,True,False,9807845.0
coirs,True,False,
coits,True,False,
coked,True,False,
cokes,True,False,215021.0
colas,True,False,208385.0
colby,True,False,978062.0
colds,True,False,1166292.0
coled,True,False,
coles,True,False,924950.0
coley,True,False,193972.0
colic,True,False,1356190.0
colin,True,False,4323829.0
colls,True,False,145708.0
colly,True,False,
colog,True,False,
colts,True,False,550448.0
colza,True,False,
comae,True,False,
comal,True,False,
comas,True,False,125339.0
combe,True,False,611309.0
combi,True,False,
combo,True,False,540893.0
combs,True,False,1549692.0
comby,True,False,
comer,True,False,1715129.0
comes,True,False,91173579.0
comix,True,False,
commo,True,False,
comms,True,False,
commy,True,False,
compo,True,False,140708.0
comps,True,False,170684.0
compt,True,False,466882.0
comte,True,False,3776089.0
comus,True,False,367149.0
coned,True,False,
cones,True,False,3272614.0
coney,True,False,551348.0
confs,True,False,
conga,True,False,
conge,True,False,
congo,True,False,5274461.0
conia,True,False,
conin,True,False,
conks,True,False,
conky,True,False,
conne,True,False,
conns,True,False,
conte,True,False,834840.0
conto,True,False,125967.0
conus,True,False,334175.0
convo,True,False,
cooch,True,False,116191.0
cooed,True,False,217420.0
cooee,True,False,
cooer,True,False,
cooey,True,False,
coofs,True,False,
cooks,True,False,2350475.0
cooky,True,False,
cools,True,False,984027.0
cooly,True,False,
coomb,True,False,
cooms,True,False,
coomy,True,False,
coons,True,False,263724.0
coops,True,False,220643.0
coopt,True,False,
coost,True,False,
coots,True,False,120849.0
cooze,True,False,
copal,True,False,240850.0
copay,True,False,
coped,True,False,468444.0
copen,True,False,
coper,True,False,
copes,True,False,294541.0
coppy,True,False,
copra,True,False,593490.0
copsy,True,False,
coqui,True,False,
coram,True,False,472694.0
corbe,True,False,
corby,True,False,163921.0
cords,True,False,3693392.0
cored,True,False,392401.0
cores,True,False,2974581.0
corey,True,False,884668.0
corgi,True,False,
coria,True,False,
corks,True,False,364643.0
corky,True,False,258338.0
corms,True,False,143472.0
corni,True,False,
corno,True,False,
corns,True,False,401733.0
cornu,True,False,313522.0
corps,True,False,23497049.0
corse,True,False,287626.0
corso,True,False,645930.0
cosec,True,False,
cosed,True,False,
coses,True,False,
coset,True,False,
cosey,True,False,
cosie,True,False,
costa,True,False,6064994.0
coste,True,False,213906.0
costs,True,False,85952250.0
cotan,True,False,
coted,True,False,
cotes,True,False,333365.0
coths,True,False,
cotta,True,False,1134235.0
cotts,True,False,
coude,True,False,
coups,True,False,775365.0
courb,True,False,
courd,True,False,
coure,True,False,
cours,True,False,1276534.0
couta,True,False,
couth,True,False,
coved,True,False,
coves,True,False,351221.0
covin,True,False,
cowal,True,False,
cowan,True,False,1167867.0
cowed,True,False,515509.0
cowks,True,False,
cowls,True,False,
cowps,True,False,
cowry,True,False,
coxae,True,False,215649.0
coxal,True,False,120375.0
coxed,True,False,
coxes,True,False,
coxib,True,False,
coyau,True,False,
coyed,True,False,
coyer,True,False,
coypu,True,False,
cozed,True,False,
cozen,True,False,
cozes,True,False,
cozey,True,False,
cozie,True,False,
craal,True,False,
crabs,True,False,1818114.0
crags,True,False,804126.0
craic,True,False,
craig,True,False,5401590.0
crake,True,False,
crame,True,False,
crams,True,False,
crans,True,False,
crape,True,False,278364.0
craps,True,False,203197.0
crapy,True,False,
crare,True,False,
craws,True,False,
crays,True,False,
creds,True,False,
creel,True,False,407319.0
crees,True,False,161657.0
crems,True,False,
crena,True,False,
creps,True,False,
crepy,True,False,
crewe,True,False,601832.0
crews,True,False,4704720.0
crias,True,False,
cribs,True,False,324145.0
cries,True,False,9051102.0
crims,True,False,
crine,True,False,
crios,True,False,
cripe,True,False,
crips,True,False,
crise,True,False,293372.0
crith,True,False,
crits,True,False,
croci,True,False,
crocs,True,False,
croft,True,False,993758.0
crogs,True,False,
cromb,True,False,
crome,True,False,120710.0
cronk,True,False,
crons,True,False,
crool,True,False,
croon,True,False,111527.0
crops,True,False,22389614.0
crore,True,False,708343.0
crost,True,False,
crout,True,False,
crows,True,False,1783670.0
croze,True,False,
cruck,True,False,
crudo,True,False,
cruds,True,False,
crudy,True,False,
crues,True,False,
cruet,True,False,
cruft,True,False,
crunk,True,False,
cruor,True,False,
crura,True,False,209051.0
cruse,True,False,252032.0
crusy,True,False,
cruve,True,False,
crwth,True,False,
cryer,True,False,
ctene,True,False,
cubby,True,False,119622.0
cubeb,True,False,
cubed,True,False,232724.0
cuber,True,False,
cubes,True,False,2177915.0
cubit,True,False,299557.0
cuddy,True,False,129219.0
cuffo,True,False,
cuffs,True,False,1051116.0
cuifs,True,False,
cuing,True,False,
cuish,True,False,
cuits,True,False,
cukes,True,False,
culch,True,False,
culet,True,False,
culex,True,False,255045.0
culls,True,False,103823.0
cully,True,False,103095.0
culms,True,False,128238.0
culpa,True,False,305155.0
culti,True,False,
cults,True,False,2282165.0
culty,True,False,121914.0
cumec,True,False,
cundy,True,False,
cunei,True,False,
cunit,True,False,
cunts,True,False,
cupel,True,False,
cupid,True,False,1273097.0
cuppa,True,False,
cuppy,True,False,
curat,True,False,
curbs,True,False,468689.0
curch,True,False,
curds,True,False,334131.0
curdy,True,False,
cured,True,False,6564857.0
curer,True,False,
cures,True,False,2576068.0
curet,True,False,
curfs,True,False,
curia,True,False,1015045.0
curie,True,False,1176512.0
curli,True,False,
curls,True,False,2352527.0
curns,True,False,
curny,True,False,
currs,True,False,
cursi,True,False,
curst,True,False,
cusec,True,False,
cushy,True,False,
cusks,True,False,
cusps,True,False,671582.0
cuspy,True,False,
cusso,True,False,
cusum,True,False,
cutch,True,False,138516.0
cuter,True,False,
cutes,True,False,
cutey,True,False,
cutin,True,False,
cutis,True,False,289566.0
cutto,True,False,
cutty,True,False,100859.0
cutup,True,False,
cuvee,True,False,
cuzes,True,False,
cwtch,True,False,
cyano,True,False,
cyans,True,False,
cycad,True,False,
cycas,True,False,
cyclo,True,False,153089.0
cyder,True,False,
cylix,True,False,
cymae,True,False,
cymar,True,False,
cymas,True,False,
cymes,True,False,
cymol,True,False,
cysts,True,False,3290921.0
cytes,True,False,
cyton,True,False,
czars,True,False,207458.0
daals,True,False,
dabba,True,False,
daces,True,False,
dacha,True,False,145156.0
dacks,True,False,
dadah,True,False,
dadas,True,False,
dados,True,False,
daffs,True,False,
daffy,True,False,109476.0
dagga,True,False,
daggy,True,False,
dagos,True,False,
dahls,True,False,
daiko,True,False,
daine,True,False,
daint,True,False,
daker,True,False,
daled,True,False,
dales,True,False,423437.0
dalis,True,False,
dalle,True,False,268928.0
dalts,True,False,
daman,True,False,191134.0
damar,True,False,
dames,True,False,912859.0
damme,True,False,159322.0
damns,True,False,105021.0
damps,True,False,151423.0
dampy,True,False,
dancy,True,False,111461.0
dangs,True,False,
danio,True,False,
danks,True,False,
danny,True,False,3517605.0
dants,True,False,
daraf,True,False,
darbs,True,False,
darcy,True,False,1379274.0
dared,True,False,7845968.0
darer,True,False,
dares,True,False,1507044.0
darga,True,False,
dargs,True,False,
daric,True,False,
daris,True,False,
darks,True,False,120387.0
darky,True,False,113246.0
darns,True,False,
darre,True,False,
darts,True,False,1268977.0
darzi,True,False,
dashi,True,False,
dashy,True,False,
datal,True,False,
dated,True,False,21576323.0
dater,True,False,
dates,True,False,19038522.0
datos,True,False,185664.0
datto,True,False,
daube,True,False,
daubs,True,False,
dauby,True,False,
dauds,True,False,
dault,True,False,
daurs,True,False,
dauts,True,False,
daven,True,False,
davit,True,False,
dawah,True,False,
dawds,True,False,
dawed,True,False,
dawen,True,False,
dawks,True,False,
dawns,True,False,493544.0
dawts,True,False,
dayan,True,False,455589.0
daych,True,False,
daynt,True,False,
dazed,True,False,1497967.0
dazer,True,False,
dazes,True,False,
deads,True,False,
deair,True,False,
deals,True,False,14755950.0
deans,True,False,1064035.0
deare,True,False,176723.0
dearn,True,False,
dears,True,False,263132.0
deary,True,False,
deash,True,False,
deave,True,False,
deaws,True,False,
deawy,True,False,
debag,True,False,
debby,True,False,181341.0
debel,True,False,
debes,True,False,
debts,True,False,13216334.0
debud,True,False,
debur,True,False,
debus,True,False,
debye,True,False,636482.0
decad,True,False,
decaf,True,False,
decan,True,False,
decko,True,False,
decks,True,False,2497596.0
decos,True,False,
dedal,True,False,
deeds,True,False,13060935.0
deedy,True,False,
deely,True,False,
deems,True,False,1532760.0
deens,True,False,
deeps,True,False,408344.0
deere,True,False,470376.0
deers,True,False,
deets,True,False,
deeve,True,False,
deevs,True,False,
defat,True,False,
deffo,True,False,
defis,True,False,
defog,True,False,
degas,True,False,657604.0
degum,True,False,
degus,True,False,
deice,True,False,
deids,True,False,
deify,True,False,111358.0
deils,True,False,
deism,True,False,539438.0
deist,True,False,296103.0
deked,True,False,
dekes,True,False,
dekko,True,False,
deled,True,False,
deles,True,False,
delfs,True,False,
delft,True,False,833282.0
delis,True,False,
dells,True,False,192906.0
delly,True,False,
delos,True,False,520577.0
delph,True,False,
delts,True,False,
deman,True,False,
demes,True,False,123796.0
demic,True,False,
demit,True,False,
demob,True,False,
demoi,True,False,
demos,True,False,694789.0
dempt,True,False,
denar,True,False,
denay,True,False,
dench,True,False,
denes,True,False,
denet,True,False,
denis,True,False,3273706.0
dents,True,False,545776.0
deoxy,True,False,190676.0
derat,True,False,
deray,True,False,
dered,True,False,215197.0
deres,True,False,
derig,True,False,
derma,True,False,
derms,True,False,
derns,True,False,
derny,True,False,
deros,True,False,
derro,True,False,
derry,True,False,780775.0
derth,True,False,
dervs,True,False,
desex,True,False,
deshi,True,False,
desis,True,False,
desks,True,False,2062709.0
desse,True,False,
devas,True,False,387476.0
devel,True,False,367411.0
devis,True,False,
devon,True,False,2414369.0
devos,True,False,
devot,True,False,
dewan,True,False,461484.0
dewar,True,False,518532.0
dewax,True,False,
dewed,True,False,
dexes,True,False,
dexie,True,False,
dhaba,True,False,
dhaks,True,False,
dhals,True,False,
dhikr,True,False,
dhobi,True,False,
dhole,True,False,
dholl,True,False,
dhols,True,False,
dhoti,True,False,144728.0
dhows,True,False,103798.0
dhuti,True,False,
diact,True,False,
dials,True,False,732968.0
diane,True,False,3000268.0
diazo,True,False,215798.0
dibbs,True,False,
diced,True,False,832408.0
dicer,True,False,
dices,True,False,
dicht,True,False,
dicks,True,False,203568.0
dicky,True,False,335408.0
dicot,True,False,
dicta,True,False,830319.0
dicts,True,False,
dicty,True,False,
diddy,True,False,
didie,True,False,
didos,True,False,
didst,True,False,1523593.0
diebs,True,False,
diels,True,False,238266.0
diene,True,False,173728.0
diets,True,False,4044975.0
diffs,True,False,
dight,True,False,
dikas,True,False,
diked,True,False,
diker,True,False,
dikes,True,False,1014564.0
dikey,True,False,
dildo,True,False,112799.0
dilli,True,False,
dills,True,False,
dimbo,True,False,
dimer,True,False,757480.0
dimes,True,False,496071.0
dimps,True,False,
dinar,True,False,239933.0
dined,True,False,3103071.0
dines,True,False,297402.0
dinge,True,False,165349.0
dings,True,False,
dinic,True,False,
dinks,True,False,
dinky,True,False,134094.0
dinna,True,False,223005.0
dinos,True,False,
dints,True,False,
diols,True,False,
diota,True,False,
dippy,True,False,
dipso,True,False,
diram,True,False,
direr,True,False,
dirke,True,False,
dirks,True,False,207856.0
dirls,True,False,
dirts,True,False,
disas,True,False,
disci,True,False,
discs,True,False,2888643.0
dishy,True,False,
disks,True,False,3871516.0
disme,True,False,
dital,True,False,
ditas,True,False,
dited,True,False,
dites,True,False,146389.0
ditsy,True,False,
ditts,True,False,
ditzy,True,False,
divan,True,False,754468.0
divas,True,False,
dived,True,False,1007008.0
dives,True,False,1019423.0
divis,True,False,
divna,True,False,
divos,True,False,
divot,True,False,
divvy,True,False,
diwan,True,False,434276.0
dixie,True,False,1186501.0
dixit,True,False,441380.0
diyas,True,False,
dizen,True,False,
djinn,True,False,
djins,True,False,
doabs,True,False,
doats,True,False,
dobby,True,False,
dobes,True,False,
dobie,True,False,214029.0
dobla,True,False,
dobra,True,False,
dobro,True,False,
docht,True,False,
docks,True,False,2830150.0
docos,True,False,
docus,True,False,
doddy,True,False,
dodos,True,False,
doeks,True,False,
doers,True,False,645711.0
doest,True,False,192141.0
doeth,True,False,473834.0
doffs,True,False,
dogan,True,False,
doges,True,False,116593.0
dogey,True,False,
doggo,True,False,
doggy,True,False,148516.0
dogie,True,False,
dohyo,True,False,
doilt,True,False,
doily,True,False,
doits,True,False,
dojos,True,False,
dolce,True,False,382558.0
dolci,True,False,
doled,True,False,232007.0
doles,True,False,195633.0
dolia,True,False,
dolls,True,False,2742764.0
dolma,True,False,
dolor,True,False,255331.0
dolos,True,False,
dolts,True,False,
domal,True,False,
domed,True,False,858421.0
domes,True,False,1626386.0
domic,True,False,
donah,True,False,
donas,True,False,
donee,True,False,857493.0
doner,True,False,
donga,True,False,
dongs,True,False,
donko,True,False,
donna,True,False,3406924.0
donne,True,False,2919373.0
donny,True,False,267834.0
donsy,True,False,
doobs,True,False,
dooce,True,False,
doody,True,False,110511.0
dooks,True,False,
doole,True,False,
dools,True,False,
dooly,True,False,
dooms,True,False,194084.0
doomy,True,False,
doona,True,False,
doorn,True,False,
doors,True,False,24295894.0
doozy,True,False,
dopas,True,False,
doped,True,False,1428177.0
doper,True,False,
dopes,True,False,
dorad,True,False,
dorba,True,False,
dorbs,True,False,
doree,True,False,
dores,True,False,
doric,True,False,975040.0
doris,True,False,2355613.0
dorks,True,False,
dorky,True,False,
dorms,True,False,266455.0
dormy,True,False,
dorps,True,False,
dorrs,True,False,
dorsa,True,False,
dorse,True,False,
dorts,True,False,
dorty,True,False,
dosai,True,False,
dosas,True,False,
dosed,True,False,300906.0
doseh,True,False,
doser,True,False,
doses,True,False,11817504.0
dosha,True,False,
dotal,True,False,
doted,True,False,184444.0
doter,True,False,
dotes,True,False,
dotty,True,False,208591.0
douar,True,False,
douce,True,False,332964.0
doucs,True,False,
douks,True,False,
doula,True,False,
douma,True,False,
doums,True,False,
doups,True,False,
doura,True,False,
douse,True,False,136120.0
douts,True,False,
doved,True,False,
doven,True,False,
dover,True,False,3892113.0
doves,True,False,1350252.0
dovie,True,False,
dowar,True,False,
dowds,True,False,
dowed,True,False,
dower,True,False,1377670.0
dowie,True,False,139854.0
dowle,True,False,
dowls,True,False,
dowly,True,False,
downa,True,False,
downs,True,False,3680527.0
dowps,True,False,
dowse,True,False,
dowts,True,False,
doxed,True,False,
doxes,True,False,
doxie,True,False,
doyen,True,False,222264.0
doyly,True,False,
dozed,True,False,620488.0
dozer,True,False,106518.0
dozes,True,False,
drabs,True,False,
drack,True,False,
draco,True,False,243206.0
draff,True,False,
drags,True,False,862341.0
drail,True,False,
drams,True,False,306969.0
drant,True,False,
draps,True,False,
drats,True,False,
drave,True,False,
draws,True,False,10937591.0
drays,True,False,123431.0
drear,True,False,218468.0
dreck,True,False,
dreed,True,False,
dreer,True,False,
drees,True,False,
dregs,True,False,725098.0
dreks,True,False,
drent,True,False,
drere,True,False,
drest,True,False,169573.0
dreys,True,False,
dribs,True,False,
drice,True,False,
dries,True,False,1114919.0
drily,True,False,389613.0
drips,True,False,418325.0
dript,True,False,
droid,True,False,
droil,True,False,
droke,True,False,
drole,True,False,
drome,True,False,100686.0
drony,True,False,
droob,True,False,
droog,True,False,
drook,True,False,
drops,True,False,13098206.0
dropt,True,False,221702.0
drouk,True,False,
drows,True,False,
drubs,True,False,
drugs,True,False,35996062.0
drums,True,False,5025494.0
drupe,True,False,
druse,True,False,132763.0
drusy,True,False,
druxy,True,False,
dryad,True,False,111869.0
dryas,True,False,149602.0
dsobo,True,False,
dsomo,True,False,
duads,True,False,
duals,True,False,
duans,True,False,
duars,True,False,
dubbo,True,False,
ducal,True,False,876378.0
ducat,True,False,182442.0
duces,True,False,252109.0
ducks,True,False,3669415.0
ducky,True,False,
ducts,True,False,3586866.0
duddy,True,False,
duded,True,False,
dudes,True,False,212527.0
duels,True,False,563532.0
duets,True,False,368019.0
duett,True,False,
duffs,True,False,
dufus,True,False,
duing,True,False,
duits,True,False,
dukas,True,False,
duked,True,False,
dukes,True,False,2125818.0
dukka,True,False,
dulce,True,False,321733.0
dules,True,False,
dulia,True,False,
dulls,True,False,132199.0
dulse,True,False,
dumas,True,False,1519667.0
dumbo,True,False,
dumbs,True,False,
dumka,True,False,
dumky,True,False,
dumps,True,False,968092.0
dunam,True,False,
dunch,True,False,
dunes,True,False,2450198.0
dungs,True,False,
dungy,True,False,
dunks,True,False,
dunno,True,False,385030.0
dunny,True,False,
dunsh,True,False,
dunts,True,False,
duomi,True,False,
duomo,True,False,492584.0
duped,True,False,625177.0
duper,True,False,
dupes,True,False,420203.0
duple,True,False,163191.0
duply,True,False,
duppy,True,False,
dural,True,False,483180.0
duras,True,False,296412.0
dured,True,False,
dures,True,False,
durgy,True,False,
durns,True,False,
duroc,True,False,135882.0
duros,True,False,
duroy,True,False,
durra,True,False,
durrs,True,False,
durry,True,False,
durst,True,False,912518.0
durum,True,False,217826.0
durzi,True,False,
dusks,True,False,
dusts,True,False,497643.0
duxes,True,False,
dwaal,True,False,
dwale,True,False,
dwalm,True,False,
dwams,True,False,
dwang,True,False,
dwaum,True,False,
dweeb,True,False,
dwile,True,False,
dwine,True,False,
dyads,True,False,472531.0
dyers,True,False,347467.0
dyked,True,False,
dykes,True,False,1052230.0
dykey,True,False,
dykon,True,False,
dynel,True,False,
dynes,True,False,330296.0
dzhos,True,False,
eagre,True,False,
ealed,True,False,
eales,True,False,
eaned,True,False,
eards,True,False,
eared,True,False,689440.0
earls,True,False,1562746.0
earns,True,False,1599558.0
earnt,True,False,
earst,True,False,
eased,True,False,2922368.0
easer,True,False,
eases,True,False,741166.0
easle,True,False,
easts,True,False,
eathe,True,False,
eaved,True,False,
eaves,True,False,1226731.0
ebbed,True,False,405834.0
ebbet,True,False,
ebons,True,False,
ebook,True,False,167166.0
ecads,True,False,
eched,True,False,
eches,True,False,
echos,True,False,
ecrus,True,False,
edema,True,False,4725449.0
edged,True,False,3815945.0
edger,True,False,
edges,True,False,16322057.0
edile,True,False,
edits,True,False,542795.0
educe,True,False,
educt,True,False,
eejit,True,False,
eensy,True,False,
eeven,True,False,
eevns,True,False,
effed,True,False,
egads,True,False,
egers,True,False,
egest,True,False,
eggar,True,False,
egged,True,False,196921.0
egger,True,False,150350.0
egmas,True,False,
ehing,True,False,
eider,True,False,256492.0
eidos,True,False,130833.0
eigne,True,False,
eiked,True,False,
eikon,True,False,
eilds,True,False,
eisel,True,False,
ejido,True,False,250025.0
ekkas,True,False,
elain,True,False,
eland,True,False,275117.0
elans,True,False,
elchi,True,False,
eldin,True,False,
elemi,True,False,
elfed,True,False,
eliad,True,False,
elint,True,False,
elmen,True,False,
eloge,True,False,
elogy,True,False,
eloin,True,False,
elops,True,False,
elpee,True,False,
elsin,True,False,
elute,True,False,154069.0
elvan,True,False,
elven,True,False,
elver,True,False,
elves,True,False,677154.0
emacs,True,False,203752.0
embar,True,False,
embay,True,False,
embog,True,False,
embow,True,False,
embox,True,False,
embus,True,False,
emeer,True,False,
emend,True,False,110404.0
emerg,True,False,247430.0
emery,True,False,1676125.0
emeus,True,False,
emics,True,False,
emirs,True,False,245530.0
emits,True,False,1024313.0
emmas,True,False,
emmer,True,False,133703.0
emmet,True,False,684139.0
emmew,True,False,
emmys,True,False,
emoji,True,False,
emong,True,False,
emote,True,False,
emove,True,False,
empts,True,False,
emule,True,False,
emure,True,False,
emyde,True,False,
emyds,True,False,
enarm,True,False,
enate,True,False,
ended,True,False,32883432.0
ender,True,False,167253.0
endew,True,False,
endue,True,False,
enews,True,False,
enfix,True,False,
eniac,True,False,134058.0
enlit,True,False,
enmew,True,False,
ennog,True,False,
enoki,True,False,
enols,True,False,
enorm,True,False,
enows,True,False,
enrol,True,False,315405.0
ensew,True,False,
ensky,True,False,
entia,True,False,
enure,True,False,108693.0
enurn,True,False,
envoi,True,False,128036.0
enzym,True,False,
eorls,True,False,
eosin,True,False,565275.0
epact,True,False,
epees,True,False,
ephah,True,False,
ephas,True,False,
ephod,True,False,122918.0
ephor,True,False,
epics,True,False,1157236.0
epode,True,False,
epopt,True,False,
epris,True,False,
eques,True,False,
equid,True,False,
erbia,True,False,
erevs,True,False,
ergon,True,False,
ergos,True,False,
ergot,True,False,521001.0
erhus,True,False,
erica,True,False,893742.0
erick,True,False,150187.0
erics,True,False,
ering,True,False,124248.0
erned,True,False,
ernes,True,False,
erose,True,False,
erred,True,False,1478254.0
erses,True,False,
eruct,True,False,
erugo,True,False,
eruvs,True,False,
erven,True,False,
ervil,True,False,
escar,True,False,
escot,True,False,
esile,True,False,
eskar,True,False,
esker,True,False,105273.0
esnes,True,False,
esses,True,False,104240.0
estoc,True,False,
estop,True,False,
estro,True,False,
etage,True,False,
etape,True,False,
etats,True,False,715111.0
etens,True,False,
ethal,True,False,
ethne,True,False,
ethyl,True,False,2981883.0
etics,True,False,
etnas,True,False,
ettin,True,False,
ettle,True,False,
etuis,True,False,
etwee,True,False,
etyma,True,False,
eughs,True,False,
euked,True,False,
eupad,True,False,
euros,True,False,367099.0
eusol,True,False,
evens,True,False,129642.0
evert,True,False,337321.0
evets,True,False,
evhoe,True,False,
evils,True,False,9446359.0
evite,True,False,
evohe,True,False,
ewers,True,False,170274.0
ewest,True,False,
ewhow,True,False,
ewked,True,False,
exams,True,False,2187687.0
exeat,True,False,
execs,True,False,
exeem,True,False,
exeme,True,False,
exfil,True,False,
exies,True,False,
exine,True,False,
exing,True,False,
exits,True,False,1721053.0
exode,True,False,
exome,True,False,
exons,True,False,325711.0
expat,True,False,
expos,True,False,141553.0
exude,True,False,294265.0
exuls,True,False,
exurb,True,False,
eyass,True,False,
eyers,True,False,
eyots,True,False,
eyras,True,False,
eyres,True,False,
eyrie,True,False,161256.0
eyrir,True,False,
ezine,True,False,
fabby,True,False,
faced,True,False,28462817.0
facer,True,False,
faces,True,False,28435004.0
facia,True,False,
facta,True,False,391607.0
facts,True,False,69361489.0
faddy,True,False,
faded,True,False,6670945.0
fader,True,False,193613.0
fades,True,False,1582079.0
fadge,True,False,
fados,True,False,
faena,True,False,
faery,True,False,278787.0
faffs,True,False,
faffy,True,False,
faggy,True,False,
fagin,True,False,198249.0
fagot,True,False,118692.0
faiks,True,False,
fails,True,False,16094970.0
faine,True,False,
fains,True,False,
fairs,True,False,2350620.0
faked,True,False,449097.0
faker,True,False,
fakes,True,False,287038.0
fakey,True,False,
fakie,True,False,
fakir,True,False,264840.0
falaj,True,False,
falls,True,False,31738357.0
famed,True,False,2250673.0
fames,True,False,180861.0
fanal,True,False,
fands,True,False,
fanes,True,False,
fanga,True,False,
fango,True,False,
fangs,True,False,888335.0
fanks,True,False,
fanon,True,False,718154.0
fanos,True,False,
fanum,True,False,
faqir,True,False,
farad,True,False,139441.0
farci,True,False,
farcy,True,False,
fards,True,False,
fared,True,False,1636360.0
farer,True,False,
fares,True,False,2275534.0
farle,True,False,
farls,True,False,
farms,True,False,16498274.0
faros,True,False,
farro,True,False,
farse,True,False,
farts,True,False,128827.0
fasci,True,False,
fasti,True,False,303318.0
fasts,True,False,668533.0
fated,True,False,1826477.0
fates,True,False,1383210.0
fatly,True,False,
fatso,True,False,
fatwa,True,False,161938.0
faugh,True,False,
fauld,True,False,
fauns,True,False,131053.0
faurd,True,False,
fauts,True,False,
fauve,True,False,
favas,True,False,
favel,True,False,
faver,True,False,
faves,True,False,
favus,True,False,
fawns,True,False,249803.0
fawny,True,False,
faxed,True,False,194041.0
faxes,True,False,309097.0
fayed,True,False,
fayer,True,False,
fayne,True,False,
fayre,True,False,137846.0
fazed,True,False,
fazes,True,False,
feals,True,False,
feare,True,False,343530.0
fears,True,False,17721106.0
feart,True,False,
fease,True,False,
feats,True,False,1842155.0
feaze,True,False,
feces,True,False,1834710.0
fecht,True,False,
fecit,True,False,339203.0
fecks,True,False,
fedex,True,False,207661.0
feebs,True,False,
feeds,True,False,4394995.0
feels,True,False,22461035.0
feens,True,False,
feers,True,False,
feese,True,False,
feeze,True,False,
fehme,True,False,
feint,True,False,408896.0
feist,True,False,123650.0
felch,True,False,
felid,True,False,
fells,True,False,330587.0
felly,True,False,
felts,True,False,185233.0
felty,True,False,
femal,True,False,
femes,True,False,
femmy,True,False,
fends,True,False,
fendy,True,False,
fenis,True,False,
fenks,True,False,
fenny,True,False,
fents,True,False,
feods,True,False,
feoff,True,False,
ferer,True,False,
feres,True,False,
feria,True,False,190779.0
ferly,True,False,
fermi,True,False,1866083.0
ferms,True,False,
ferns,True,False,2200453.0
ferny,True,False,
fesse,True,False,
festa,True,False,241739.0
fests,True,False,
festy,True,False,
fetas,True,False,
feted,True,False,239819.0
fetes,True,False,367712.0
fetor,True,False,
fetta,True,False,
fetts,True,False,
fetwa,True,False,
feuar,True,False,
feuds,True,False,1167839.0
feued,True,False,
feyed,True,False,
feyer,True,False,
feyly,True,False,
fezes,True,False,
fezzy,True,False,
fiars,True,False,
fiats,True,False,
fibro,True,False,317511.0
fices,True,False,
fiche,True,False,167029.0
fichu,True,False,
ficin,True,False,
ficos,True,False,
fides,True,False,730557.0
fidge,True,False,
fidos,True,False,
fiefs,True,False,613213.0
fient,True,False,
fiere,True,False,
fiers,True,False,
fiest,True,False,
fifed,True,False,
fifer,True,False,
fifes,True,False,131744.0
fifis,True,False,
figgy,True,False,
figos,True,False,
fiked,True,False,
fikes,True,False,
filar,True,False,
filch,True,False,
filed,True,False,15160559.0
files,True,False,27148162.0
filii,True,False,197902.0
filks,True,False,
fille,True,False,454841.0
fillo,True,False,
fills,True,False,5522358.0
filmi,True,False,
films,True,False,24359017.0
filos,True,False,
filum,True,False,
finca,True,False,149180.0
finds,True,False,32668786.0
fined,True,False,2366184.0
fines,True,False,4544904.0
finis,True,False,493625.0
finks,True,False,
finny,True,False,135997.0
finos,True,False,
fiord,True,False,278928.0
fiqhs,True,False,
fique,True,False,
fired,True,False,16625562.0
firer,True,False,
fires,True,False,11336907.0
firie,True,False,
firks,True,False,
